pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff,st_rad,st_raderr1,st_raderr2,st_rad,st_mass,st_masserr1,st_masserr2,st_mass,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin,st_rotp,st_rotperr1,st_rotperr2,st_rotp,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum,sy_pnum,sy_mnum
"TOI-3912 b","b","TOI-3912",,,"TIC 156648452","Gaia DR2 1255520718461480960",1,1,0,1,0,0,1,0,0,0,0,0,0,0.046300,0.001200,-0.001000,0.046300,14.280,0.460,-0.448,14.280,129.03833,22.56582,-21.61233,1.274,0.041,-0.040,1.274,0.40600,0.07100,-0.06800,"Mass",0.000000,,,0.000000,3.49362640,0.00000380,-0.00000380,85.640,0.550,-0.520,,7.500,2.800,-2.500,0.187,0.087,-0.090,"[Fe/H]",0.273,0.014,-0.014,5725.00,69.00,-68.00,5725.00,1.39,0.04,-0.03,1.39,1.09,0.09,-0.07,1.09,,,,,,,,,465.9920000,6.5860000,-6.4080000,12.5070000,0.0690000,-0.0690000,10.9220000,0.0180000,-0.0180000,1,1,0
"HAT-P-65 b","b","HAT-P-65",,,"TIC 283419843","Gaia DR2 1757302881526250496",1,1,0,1,0,0,1,0,0,0,0,0,0,0.040420,0.000570,-0.000550,0.040420,18.058,0.269,-0.269,18.058,176.07694,29.24021,-28.92239,1.611,0.024,-0.024,1.611,0.55400,0.09200,-0.09100,"Mass",0.304000,,,0.304000,2.60544751,0.00000050,-0.00000049,88.300,1.000,-1.000,"G2",3.900,0.800,-0.800,0.208,0.050,-0.055,"[Fe/H]",0.473,0.017,-0.018,5872.00,40.00,-40.00,5872.00,1.67,0.02,-0.02,1.67,1.30,0.06,-0.05,1.30,7.1000,0.5000,-0.5000,7.1000,,,,,738.5190000,19.9240000,-18.9220000,13.1210000,0.0920000,-0.0920000,11.5280000,0.0250000,-0.0250000,1,1,0
"HATS-13 b","b","HATS-13",,,"TIC 289793076","Gaia DR2 6803000980210856704",1,1,0,1,0,0,1,0,0,0,0,0,0,0.040570,0.000410,-0.000410,0.040570,13.585,0.392,-0.392,13.585,172.58169,22.88376,-22.88376,1.212,0.035,-0.035,1.212,0.54300,0.07200,-0.07200,"Mass",0.181000,,,0.181000,3.04404990,0.00000270,-0.00000270,88.550,0.430,-0.430,,2.500,1.700,-1.700,0.050,0.060,-0.060,"[Fe/H]",-0.321,0.019,-0.020,5523.00,69.00,-69.00,5523.00,0.89,0.02,-0.02,0.89,0.96,0.03,-0.03,0.96,2.8200,0.3000,-0.3000,2.8200,,,,,421.8550000,8.5010000,-8.1770000,13.9110000,0.1600000,-0.1600000,11.9830000,0.0280000,-0.0280000,1,1,0
"KELT-6 b","b","KELT-6",,,"TIC 165987272","Gaia DR2 1464700950221781504",1,2,0,1,0,0,1,0,0,0,0,0,0,0.079390,0.001000,-0.000990,0.079390,14.572,1.009,-1.009,14.572,165.27160,38.13960,-38.13960,1.300,0.090,-0.090,1.300,0.52000,0.12000,-0.12000,"Mass",0.220000,0.110000,-0.110000,0.220000,7.84570000,0.00020000,-0.00020000,88.810,0.850,-0.850,"F8",6.100,0.200,-0.200,-0.280,,,"[Fe/H]",0.493,0.086,-0.058,6102.00,43.00,-43.00,6102.00,1.73,0.12,-0.12,1.73,1.42,0.46,-0.46,1.42,4.5300,0.2600,-0.2600,4.5300,,,,,240.7260000,1.9870000,-1.9550000,10.3710000,0.0070000,-0.0070000,9.0830000,0.0170000,-0.0170000,1,2,0
"HATS-51 b","b","HATS-51",,,"TIC 53458803","Gaia DR2 5608644895310998272",1,1,0,1,0,0,1,0,0,0,0,0,0,0.046390,0.000770,-0.000770,0.046390,15.805,2.130,-2.130,15.805,244.09344,14.30235,-14.30235,1.410,0.190,-0.190,1.410,0.76800,0.04500,-0.04500,"Mass",0.330000,,,0.330000,3.34887020,0.00000390,-0.00000390,87.100,1.600,-1.600,,4.740,0.700,-0.510,,,,,0.310,0.102,-0.134,5758.00,58.00,-58.00,5758.00,1.44,0.18,-0.18,1.44,1.19,0.06,-0.06,1.19,3.9800,0.2600,-0.2600,3.9800,,,,,389.5700000,3.9490000,-3.8720000,12.5250000,0.0800000,-0.0800000,10.8670000,0.0210000,-0.0210000,1,1,0
"HATS-57 b","b","HATS-57",,,"TIC 178289267","Gaia DR2 5094406193214399616",1,1,0,1,0,0,1,0,0,0,0,0,0,0.034930,0.000210,-0.000300,0.034930,12.767,0.314,-0.314,12.767,1000.21101,23.20159,-23.20159,1.139,0.028,-0.028,1.139,3.14700,0.07300,-0.07300,"Mass",0.028000,,,0.028000,2.35062100,0.00000130,-0.00000130,87.880,0.400,-0.400,,2.500,1.500,-1.100,0.268,0.043,-0.043,"[Fe/H]",-0.094,0.010,-0.010,5587.00,19.00,-19.00,5587.00,0.96,0.01,-0.01,0.96,1.03,0.02,-0.03,1.03,4.0900,0.4800,-0.4800,4.0900,12.71,0.04,-0.04,12.71,279.4850000,3.1180000,-3.0500000,12.3330000,0.0690000,-0.0690000,10.7070000,0.0270000,-0.0270000,1,1,0
"HD 108236 b","b","HD 108236","HD 108236","HIP 60689","TIC 260647166","Gaia DR2 6125644402384918784",1,5,0,0,0,0,1,0,0,0,0,0,0,0.045270,0.000960,-0.000880,0.045270,1.615,0.051,-0.051,1.615,3.24000,,,0.144,0.005,-0.005,0.144,0.01020,,,"M-R relationship",0.045000,0.039000,-0.033000,0.045000,3.79596300,0.00002500,-0.00003400,87.590,0.470,-0.350,"G3 V",6.700,4.000,-5.100,-0.280,0.040,-0.040,"[Fe/H]",-0.150,0.028,-0.030,5660.00,61.00,-61.00,5660.00,0.88,0.01,-0.01,0.88,0.87,0.05,-0.05,0.87,4.7000,,,4.7000,,,,,64.5978000,0.1943000,-0.1932000,9.2500000,0.0300000,-0.0300000,7.6370000,0.0310000,-0.0310000,1,5,0
"HD 48948 b","b","HD 48948","HD 48948","HIP 32769","TIC 88228576","Gaia DR2 1003351437484254464",1,3,0,1,0,0,0,0,0,0,0,0,0,0.065200,0.000500,-0.000500,0.065200,2.060,,,2.060,4.88000,0.21000,-0.21000,0.183,,,0.183,0.01535,0.00066,-0.00066,"Msini",0.055000,0.043000,-0.043000,0.055000,7.34013000,0.00040000,-0.00040000,,,,"K3 V",11.480,1.930,-4.670,-0.210,0.030,-0.030,"[Fe/H]",-0.789,0.022,-0.017,4593.00,60.00,-60.00,4593.00,0.68,0.00,-0.00,0.68,0.69,0.02,-0.01,0.69,2.0000,,,2.0000,43.45,1.00,-0.71,43.45,16.9043000,0.0190000,-0.0189000,8.5800000,0.0010000,-0.0010000,5.6120000,0.0180000,-0.0180000,1,3,0
"HATS-41 b","b","HATS-41",,,"TIC 53750200","Gaia DR2 2919151080524391552",1,1,0,1,0,0,1,0,0,0,0,0,0,0.058300,0.001500,-0.001000,0.058300,14.908,3.251,-2.242,14.908,3082.95100,508.52800,-508.52800,1.330,0.290,-0.200,1.330,9.70000,1.60000,-1.60000,"Mass",0.380000,0.110000,-0.110000,0.380000,4.19364900,0.00001300,-0.00001300,80.400,2.300,-4.200,,1.340,0.310,-0.510,0.470,0.041,-0.041,"[Fe/H]",0.653,0.166,-0.135,6424.00,91.00,-91.00,6424.00,1.71,0.36,-0.24,1.71,1.50,0.12,-0.08,1.50,19.2100,0.2300,-0.2300,19.2100,,,,,737.6680000,14.2030000,-13.6850000,12.6780000,0.0690000,-0.0690000,11.4980000,0.0230000,-0.0230000,1,1,0
"WASP-37 b","b","WASP-37",,,"TIC 368805700","Gaia DR2 3652176997218325888",1,1,0,1,0,0,1,0,0,0,0,0,0,0.044600,0.001900,-0.001900,0.044600,13.002,0.785,-0.673,13.002,572.07000,54.02900,-54.02900,1.160,0.070,-0.060,1.160,1.80000,0.17000,-0.17000,"Mass",0.000000,,,0.000000,3.57746900,0.00001100,-0.00001100,88.820,0.770,-0.860,,11.000,3.000,-4.000,-0.284,0.013,-0.013,"[M/H]",-0.021,0.077,,5800.00,150.00,,5800.00,1.00,0.05,,1.00,0.93,0.12,,0.93,2.4000,1.6000,,2.4000,,,,,392.7910000,7.8220000,-7.5260000,12.8150000,0.1030000,-0.1030000,11.0930000,0.0230000,-0.0230000,1,1,0
"TOI-700 e","e","TOI-700",,,"TIC 150428135","Gaia DR2 5284517766615492736",1,4,0,0,0,0,1,0,0,0,0,0,0,0.134000,0.002200,-0.002200,0.134000,0.953,0.089,-0.075,0.953,0.81800,,,0.085,0.008,-0.007,0.085,0.00257,,,"M-R relationship",0.059000,0.057000,-0.042000,0.059000,27.80978000,0.00046000,-0.00040000,89.600,0.210,-0.160,"M2.5 V",1.500,,,-0.070,0.110,-0.110,"[Fe/H]",-1.640,0.047,-0.046,3459.00,65.00,-65.00,3459.00,0.42,0.02,-0.02,0.42,0.42,0.02,-0.02,0.42,,,,,54.00,0.80,-0.80,54.00,31.1265000,0.0206000,-0.0206000,13.1510000,0.0690000,-0.0690000,8.6340000,0.0230000,-0.0230000,1,4,0
"WASP-49 b","b","WASP-49",,,"TIC 306362738","Gaia DR2 2991284369063612928",2,1,0,1,0,0,1,0,0,0,0,0,0,0.037900,0.001000,-0.001100,0.037900,12.442,1.233,-1.233,12.442,117.59710,25.42640,-25.42640,1.110,0.110,-0.110,1.110,0.37000,0.08000,-0.08000,"Mass",0.000000,,,0.000000,2.78174000,0.00000600,-0.00000600,84.890,0.190,-0.190,"G6 V",11.900,0.800,-3.200,-0.230,,,"[Fe/H]",-0.053,0.004,-0.004,5600.00,150.00,-150.00,5600.00,0.97,0.09,-0.09,0.97,0.92,0.30,-0.30,0.92,0.9000,0.3000,-0.3000,0.9000,,,,,194.5530000,1.2030000,-1.1890000,11.3520000,0.0110000,-0.0110000,9.7490000,0.0210000,-0.0210000,2,1,0
"HATS-7 b","b","HATS-7",,,"TIC 220029715","Gaia DR2 6288858347945925504",1,1,0,1,0,0,1,0,0,0,0,0,0,0.040120,0.000430,-0.000430,0.040120,6.311,0.516,-0.381,6.311,38.13960,3.81396,-3.81396,0.563,0.046,-0.034,0.563,0.12000,0.01200,-0.01200,"Mass",0.170000,,,0.170000,3.18531500,0.00000540,-0.00000540,87.920,0.750,-0.750,"K2",7.800,5.000,-5.000,0.250,0.080,-0.080,"[Fe/H]",-0.434,0.055,-0.047,4985.00,50.00,-50.00,4985.00,0.82,0.05,-0.04,0.82,0.85,0.03,-0.03,0.85,0.5000,0.5000,-0.5000,0.5000,,,,,240.7070000,1.6490000,-1.6280000,13.3470000,0.0800000,-0.0800000,10.9760000,0.0260000,-0.0260000,1,1,0
"HATS-48 A b","b","HATS-48 A",,,"TIC 201642601","Gaia DR2 6638412919991750912",2,1,0,1,0,0,1,0,0,0,0,0,0,0.037690,0.000110,-0.000110,0.037690,8.967,0.168,-0.168,8.967,77.23269,6.99226,-9.53490,0.800,0.015,-0.015,0.800,0.24300,0.02200,-0.03000,"Mass",0.162000,,,0.162000,3.13166660,0.00000370,-0.00000370,89.580,0.180,-0.180,,11.970,0.420,-0.610,0.186,0.051,-0.051,"[Fe/H]",-0.709,0.009,-0.009,4546.00,23.00,-18.00,4546.00,0.72,0.00,-0.00,0.72,0.73,0.01,-0.01,0.73,0.7300,0.5500,-0.5500,0.7300,,,,,263.6090000,1.6690000,-1.6490000,14.2260000,0.2060000,-0.2060000,11.4270000,0.0210000,-0.0210000,2,1,0
"HD 20794 b","b","HD 20794","HD 20794","HIP 15510","TIC 301051051","Gaia DR2 4847957293277762560",1,4,0,1,0,0,0,0,0,0,0,0,0,0.120700,0.002000,-0.002000,0.120700,1.450,,,1.450,2.70000,0.30000,-0.30000,0.129,,,0.129,0.00850,0.00090,-0.00090,"Msin(i)/sin(i)",0.000000,,,0.000000,18.31500000,0.00800000,-0.00800000,90.000,,,"G8 V",5.760,0.660,-0.660,-0.400,0.010,-0.010,"[Fe/H]",-0.163,0.002,-0.002,5401.00,17.00,-17.00,5401.00,0.92,0.02,-0.02,0.92,0.70,,,0.70,3.0000,,,3.0000,,,,,6.0027800,0.0085400,-0.0085100,4.2600000,0.0300000,-0.0300000,2.6360000,0.2780000,-0.2780000,1,4,0
"TOI-1685 b","b","TOI-1685",,,"TIC 28900646","Gaia DR2 252366608956186240",1,1,0,1,0,0,1,0,0,0,0,0,0,0.011380,0.000350,-0.000340,0.011380,1.468,0.050,-0.051,1.468,3.03000,0.33000,-0.32000,0.131,0.004,-0.005,0.131,0.00953,0.00104,-0.00101,"Mass",0.000000,,,0.000000,0.66913924,0.00000042,-0.00000042,87.170,0.810,-0.700,"M2.65 V",1.000,0.300,-0.300,0.300,0.100,-0.100,"[Fe/H]",-1.515,0.009,-0.009,3575.00,53.00,-53.00,3575.00,0.46,0.01,-0.01,0.46,0.45,0.02,-0.02,0.45,2.0000,,,2.0000,18.66,0.71,-0.56,18.66,37.6153000,0.0728000,-0.0725000,13.3780000,0.0280000,-0.0280000,8.7580000,0.0200000,-0.0200000,1,1,0
"WASP-110 b","b","WASP-110",,,"TIC 425817867","Gaia DR2 6678937478314860160",1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,13.877,0.628,-0.628,13.877,162.09249,20.34102,-20.34102,1.238,0.056,-0.056,1.238,0.51000,0.06400,-0.06400,"Mass",0.000000,,,0.000000,3.77840121,0.00000082,-0.00000082,88.160,0.370,-0.320,"G9",,,,-0.060,0.100,-0.100,"[Fe/H]",-0.229,0.015,-0.017,5400.00,140.00,-140.00,5400.00,0.86,0.05,-0.05,0.86,0.95,0.10,-0.16,0.95,,,,,,,,,274.9600000,3.0970000,-3.0300000,12.7620000,0.0920000,-0.0920000,10.8710000,0.0230000,-0.0230000,1,1,0
"K2-216 b","b","K2-216",,,"TIC 418761354","Gaia DR2 2556231154370582400",1,1,0,1,0,0,1,0,0,0,0,0,0,0.028000,0.003000,-0.007000,0.028000,1.750,0.170,-0.100,1.750,8.00000,1.60000,-1.60000,0.156,0.015,-0.009,0.156,0.02517,0.00503,-0.00503,"Mass",0.000000,,,0.000000,2.17480000,0.00005000,-0.00005000,86.900,2.200,-4.000,"K5 V",,,,0.000,0.070,-0.070,"[Fe/H]",-0.721,0.022,-0.023,4503.00,69.00,-69.00,4503.00,0.72,0.03,-0.03,0.72,0.70,0.03,-0.03,0.70,1.8000,1.0000,-1.0000,1.8000,,,,,115.4610000,0.7100000,-0.7010000,12.4030000,0.1030000,-0.1030000,9.7210000,0.0180000,-0.0180000,1,1,0
"K2-268 c","c","K2-268",,,"TIC 444037742","Gaia DR2 604743013163971072",1,5,0,0,0,0,1,0,0,0,0,0,0,0.081900,0.000600,-0.000600,0.081900,2.690,0.770,-0.210,2.690,7.70000,,,0.240,0.069,-0.019,0.240,0.02420,,,"M-R relationship",,,,,9.32752700,0.00002100,-0.00002000,88.710,0.120,-0.120,,,,,0.030,0.050,-0.050,"[Fe/H]",-0.429,0.017,-0.017,5106.00,70.00,-61.00,5106.00,0.78,0.02,-0.02,0.78,0.84,0.02,-0.02,0.84,,,,,24.87,2.64,-2.64,24.87,327.7830000,3.2360000,-3.1750000,13.8480000,0.1140000,-0.1140000,11.6390000,0.0230000,-0.0230000,1,5,0
"K2-17 b","b","K2-17",,,"TIC 291090078","Gaia DR2 3899064464855774592",1,1,0,0,0,0,1,0,0,0,0,0,0,0.119000,0.002000,-0.002000,0.119000,2.230,0.200,-0.200,2.230,5.60000,,,0.199,0.018,-0.018,0.199,0.01760,,,"M-R relationship",0.180000,0.201126,-0.152247,0.180000,17.96753000,0.00152000,-0.00152000,89.080,0.400,-0.200,"K7",,,,0.150,0.090,-0.220,"[Fe/H]",-0.997,0.004,-0.004,4320.00,56.00,-47.00,4320.00,0.66,0.02,-0.03,0.66,0.71,0.02,-0.05,0.71,,,,,,,,,125.1060000,0.6630000,-0.6570000,13.4110000,0.1030000,-0.1030000,10.3080000,0.0210000,-0.0210000,1,1,0
"WASP-139 b","b","WASP-139",,,"TIC 159951311","Gaia DR2 4851398799032507776",2,1,0,1,0,0,1,0,0,0,0,0,0,0.062000,0.002000,-0.002000,0.062000,8.967,0.560,-0.560,8.967,37.18611,5.40311,-5.40311,0.800,0.050,-0.050,0.800,0.11700,0.01700,-0.01700,"Mass",0.000000,,,0.000000,5.92426200,0.00000400,-0.00000400,88.900,0.500,-0.500,"K0",0.500,,,0.200,0.090,-0.090,"[Fe/H]",-0.345,0.004,-0.004,5310.00,90.00,-90.00,5310.00,0.80,0.04,-0.04,0.80,0.92,0.10,-0.10,0.92,4.2000,1.1000,-1.1000,4.2000,,,,,212.4720000,1.1100000,-1.0980000,12.4560000,0.0460000,-0.0460000,10.4720000,0.0210000,-0.0210000,2,1,0
"WASP-15 b","b","WASP-15",,,"TIC 111991770","Gaia DR2 6171009049549197824",1,1,0,1,0,0,1,0,0,0,0,0,0,0.051650,0.000670,-0.000670,0.051650,15.805,4.035,-4.035,15.805,171.62820,92.17070,-92.17070,1.410,0.360,-0.360,1.410,0.54000,0.29000,-0.29000,"Mass",0.000000,,,0.000000,3.75210000,0.00001000,-0.00001000,85.960,0.350,-0.350,"F7",2.400,0.600,-0.700,-0.170,,,"[Fe/H]",0.490,0.051,,6300.00,100.00,-100.00,6300.00,1.48,0.38,-0.38,1.48,1.18,0.93,-0.93,1.18,4.2700,0.2600,-0.3600,4.2700,,,,,282.0910000,3.3710000,-3.2940000,10.9720000,0.0100000,-0.0100000,9.6930000,0.0230000,-0.0230000,1,1,0
"HD 3167 c","c","HD 3167","HD 3167","HIP 2736","TIC 318707987","Gaia DR2 2554032474712538880",1,4,0,1,0,0,1,0,0,0,0,0,0,0.177600,0.003700,-0.003100,0.177600,3.000,0.450,-0.210,3.000,11.13000,0.78000,-0.74000,0.268,0.040,-0.019,0.268,0.03502,0.00245,-0.00233,"Mass",0.060000,,,0.060000,29.84540000,0.00120000,-0.00120000,89.300,0.500,-1.000,"K0 V",7.800,4.300,-4.300,0.040,0.050,-0.050,"[Fe/H]",-0.270,0.024,-0.026,5261.00,60.00,-60.00,5261.00,0.88,0.01,-0.01,0.88,0.84,0.05,-0.04,0.84,1.8000,0.4000,-0.4000,1.8000,23.52,2.87,-2.87,23.52,47.2899000,0.1485000,-0.1475000,8.9700000,0.0300000,-0.0300000,7.0660000,0.0200000,-0.0200000,1,4,0
"LP 791-18 b","b","LP 791-18",,,"TIC 181804752","Gaia DR2 3562427951852172288",1,3,0,0,0,0,1,0,0,0,0,0,0,0.009780,0.000120,-0.000120,0.009780,1.212,0.059,-0.058,1.212,1.94000,,,0.108,0.005,-0.005,0.108,0.00609,,,"M-R relationship",0.000000,,,0.000000,0.94799810,0.00000210,-0.00000210,88.370,0.940,-0.950,"M(6.1 +/- 0.7) V",0.500,,,-0.090,0.190,-0.190,"[Fe/H]",-2.638,0.002,-0.002,2960.00,55.00,-55.00,2960.00,0.18,0.01,-0.01,0.18,0.14,0.01,-0.01,0.14,2.0000,,,2.0000,,,,,26.4927000,0.0640000,-0.0638000,16.9100000,0.2000000,-0.2000000,10.6440000,0.0230000,-0.0230000,1,3,0
"K2-192 b","b","K2-192",,,"TIC 187273811","Gaia DR2 3613467311677116160",1,1,0,0,0,0,1,0,0,0,0,0,0,0.049000,0.000300,-0.000300,0.049000,1.520,0.130,-0.130,1.520,2.92000,,,0.136,0.012,-0.012,0.136,0.00920,,,"M-R relationship",,,,,4.16281700,0.00043200,-0.00044700,88.392,1.120,-2.118,,,,,0.150,0.050,-0.050,"[Fe/H]",-0.360,0.015,-0.013,5222.00,48.00,-48.00,5222.00,0.81,0.01,-0.01,0.81,0.90,0.01,-0.01,0.90,,,,,,,,,221.7530000,1.8180000,-1.7880000,12.6560000,0.0690000,-0.0690000,10.6570000,0.0250000,-0.0250000,1,1,0
"HATS-76 b","b","HATS-76",,,"TIC 170849515","Gaia DR2 4877426575724467456",1,1,0,1,0,0,1,0,0,0,0,0,0,0.026580,0.000210,-0.000290,0.026580,12.094,0.347,-0.347,12.094,835.57088,28.28673,-28.28673,1.079,0.031,-0.031,1.079,2.62900,0.08900,-0.08900,"Mass",0.062000,,,0.062000,1.94164230,0.00000140,-0.00000140,88.240,0.590,-0.590,,4.600,8.700,-4.000,0.322,0.065,-0.049,"[Fe/H]",-1.038,0.014,-0.014,4016.00,17.00,-17.00,4016.00,0.63,0.01,-0.01,0.63,0.66,0.02,-0.02,0.66,,,,,15.16,0.00,-0.00,15.16,385.6890000,5.7415000,-5.7415000,16.6800000,0.2000000,-0.2000000,12.8120000,0.0330000,-0.0330000,1,1,0
"K2-220 b","b","K2-220",,,"TIC 266012991","Gaia DR2 2581918597853527424",1,1,0,0,0,0,1,0,0,0,0,0,0,0.110400,0.001400,-0.001500,0.110400,2.390,0.120,-0.120,2.390,6.30000,,,0.213,0.011,-0.011,0.213,0.01980,,,"M-R relationship",,,,,13.68325600,0.00105000,-0.00110000,88.883,0.799,-1.882,,,,,0.040,0.050,-0.050,"[Fe/H]",-0.061,0.007,-0.007,5660.00,92.00,-92.00,5660.00,1.02,0.02,-0.02,1.02,0.96,0.04,-0.04,0.96,,,,,,,,,233.5140000,2.7570000,-2.6950000,11.8730000,0.0800000,-0.0800000,10.1610000,0.0210000,-0.0210000,1,1,0
"K2-247 c","c","K2-247",,,"TIC 110999033","Gaia DR2 3578596339057980160",1,2,0,0,0,0,1,0,0,0,0,0,0,0.061500,0.000800,-0.000800,0.061500,2.190,0.250,-0.230,2.190,5.43000,,,0.195,0.022,-0.021,0.195,0.01710,,,"M-R relationship",,,,,6.49424000,0.00260000,-0.00251000,,,,,,,,-0.080,0.220,-0.220,"[Fe/H]",-0.882,0.008,-0.008,4667.00,305.00,-183.00,4667.00,0.69,0.02,-0.01,0.69,0.74,0.03,-0.03,0.74,,,,,,,,,258.1130000,2.0490000,-2.0170000,14.8570000,0.2170000,-0.2170000,11.5560000,0.0270000,-0.0270000,1,2,0
"WASP-54 b","b","WASP-54",,,"TIC 61098812","Gaia DR2 3661983850663908608",2,1,0,1,0,0,1,0,0,0,0,0,0,0.049880,0.000430,-0.000450,0.049880,17.710,1.906,-1.906,17.710,187.51970,44.49620,-44.49620,1.580,0.170,-0.170,1.580,0.59000,0.14000,-0.14000,"Mass",0.070000,0.030000,-0.030000,0.070000,3.69364000,0.00000600,-0.00000600,84.970,0.610,-0.610,"F9",6.900,1.000,-1.900,-0.270,,,"[Fe/H]",0.575,0.010,-0.010,6100.00,100.00,-100.00,6100.00,1.76,0.19,-0.19,1.76,1.08,0.38,-0.38,1.08,4.0000,0.8000,-0.8000,4.0000,,,,,251.3030000,4.4780000,-4.3270000,10.4130000,0.0080000,-0.0080000,9.0350000,0.0230000,-0.0230000,2,1,0
"TOI-4603 b","b","TOI-4603","HD 245134",,"TIC 437856897","Gaia DR2 3402980516507429888",1,1,0,1,0,0,1,0,0,0,0,0,0,0.088800,0.001000,-0.001000,0.088800,11.680,0.426,-0.392,11.680,4096.80817,184.34048,-181.16219,1.042,0.038,-0.035,1.042,12.89000,0.58000,-0.57000,"Mass",0.325000,0.020000,-0.020000,0.325000,7.24599000,0.00022000,-0.00021000,80.210,0.390,-0.410,"F",1.640,0.300,-0.240,0.342,0.039,-0.040,"[Fe/H]",1.017,0.026,-0.027,6264.00,95.00,-94.00,6264.00,2.74,0.05,-0.05,2.74,1.77,0.06,-0.06,1.77,23.1800,0.3700,-0.3700,23.1800,,,,,225.6430000,2.4840000,-2.4320000,9.2400000,0.0300000,-0.0300000,7.7860000,0.0170000,-0.0170000,1,1,0
"OGLE-2018-BLG-1647L b","b","OGLE-2018-BLG-1647L",,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1.360000,0.200000,-0.170000,1.360000,13.800,,,13.800,308.29355,565.73456,-177.98391,1.230,,,1.230,0.97000,1.78000,-0.56000,"Mass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.17,-0.05,0.09,,,,,,,,,7880.0000000,1180.0000000,-1000.0000000,,,,,,,1,1,0
"GJ 1151 c","c","GJ 1151",,,"TIC 11893637","Gaia DR2 786834302079285632",1,1,0,1,0,0,0,0,0,0,0,0,0,0.571400,0.005300,-0.006400,0.571400,3.250,,,3.250,10.62000,1.31000,-1.47000,0.290,,,0.290,0.03341,0.00412,-0.00463,"Msini",,,,,389.70000000,5.40000000,-6.50000000,,,,"M 4.5V",,,,-0.120,0.100,-0.100,"[Fe/H]",-2.480,0.002,-0.002,3280.00,40.00,-40.00,3280.00,0.18,0.00,-0.00,0.18,0.16,0.01,-0.01,0.16,2.0000,,,2.0000,140.00,10.00,-10.00,140.00,8.0362500,0.0077200,-0.0077100,13.7600000,0.2000000,-0.2000000,7.6370000,0.0170000,-0.0170000,1,1,0
"GJ 9066 c","c","GJ 9066",,,"TIC 404715018","Gaia DR2 76868614540049408",1,1,0,1,0,0,0,0,0,0,0,0,0,0.880000,0.020000,-0.020000,0.880000,9.600,,,9.600,66.74397,6.35657,-6.35657,0.856,,,0.856,0.21000,0.02000,-0.02000,"Msini",0.460000,0.040000,-0.040000,0.460000,771.36000000,1.34000000,-1.23000000,,,,"M5.0 V",,,,-0.130,0.190,-0.190,"[Fe/H]",-2.595,0.003,-0.003,3154.00,54.00,-54.00,3154.00,0.16,0.01,-0.01,0.16,0.15,0.01,-0.01,0.15,2.0000,,,2.0000,1.96,0.02,-0.02,1.96,4.4710000,0.0021500,-0.0021500,12.7100000,0.2000000,-0.2000000,6.6480000,0.0170000,-0.0170000,1,1,0
"HD 73256 c","c","HD 73256","HD 73256","HIP 42214","TIC 11665403","Gaia DR2 5643762781311698048",1,1,0,1,0,0,0,0,0,0,0,0,0,3.800000,0.100000,-0.100000,3.800000,12.200,,,12.200,5085.25451,317.82841,-317.82841,1.090,,,1.090,16.00000,1.00000,-1.00000,"Mass",0.160000,0.070000,-0.070000,0.160000,2690.00000000,60.00000000,-102.00000000,29.000,5.000,-3.000,"G8 IV",2.200,2.100,-2.100,0.290,0.050,-0.050,"[Fe/H]",-0.132,0.012,-0.009,5570.00,50.00,-50.00,5570.00,0.94,0.06,-0.05,0.94,1.00,0.05,-0.05,1.00,3.5000,,,3.5000,13.97,,,13.97,36.7080000,0.0562000,-0.0559000,8.0800000,0.0300000,-0.0300000,6.2640000,0.0230000,-0.0230000,1,1,0
