TIC_ID,Prot,eProt,Flare_star,Variability_Classification,Data_Release,
167418898,nan,nan,no,Noisy_LCs,10/09/20,
167418903,nan,nan,no,Noisy_LCs,10/09/20,
167600516,nan,nan,no,Noisy_LCs,10/09/20,
167754523,nan,nan,no,Noisy_LCs,10/09/20,
169226822,nan,nan,no,Noisy_LCs,10/09/20,
169532369,nan,nan,no,Noisy_LCs,10/09/20,
170102285,nan,nan,no,Noisy_LCs,10/09/20,
170634116,nan,nan,no,Noisy_LCs,10/09/20,
170849515,nan,nan,no,Noisy_LCs,10/09/20,
172193428,nan,nan,no,Noisy_LCs,10/09/20,
172464366,2.924,0.11,no,Unambiguous_Rotation,10/09/20,
173612049,4.876,0.305,no,Unambiguous_Rotation,10/09/20,
174143743,nan,nan,no,Noisy_LCs,10/09/20,
175180796,nan,nan,no,Noisy_LCs,10/09/20,
176778112,nan,nan,no,Noisy_LCs,10/09/20,
176831592,nan,nan,no,Ambiguous_Variability,10/09/20,
176860064,1.863,0.102,no,Unambiguous_Rotation,10/09/20,
176957796,6.197,0.074,no,Unambiguous_Rotation,10/09/20,
176984236,nan,nan,no,Ambiguous_Variability,10/09/20,
177077336,nan,nan,no,Ambiguous_Variability,10/09/20,
177115354,nan,nan,no,Noisy_LCs,10/09/20,
177162886,nan,nan,no,Noisy_LCs,10/09/20,
177244357,nan,nan,no,Ambiguous_Variability,10/09/20,
177258735,nan,nan,no,Noisy_LCs,10/09/20,
178155732,nan,nan,no,Noisy_LCs,10/09/20,
178284730,10.229,1.217,no,Unambiguous_Rotation,10/09/20,
178709444,nan,nan,no,Noisy_LCs,10/09/20,
178819686,nan,nan,no,Noisy_LCs,10/09/20,
179034327,7.573,0.637,no,Unambiguous_Rotation,10/09/20,
179308757,5.09/8.87,nan,no,Dubious_Rotation,10/09/20,
179317684,nan,nan,no,Noisy_LCs,10/09/20,
179985715,nan,nan,no,Noisy_LCs,10/09/20,
180695581,4.242,0.391,no,Unambiguous_Rotation,10/09/20,
181159386,nan,nan,no,Noisy_LCs,10/09/20,
181804752,nan,nan,no,Noisy_LCs,10/09/20,
183120439,nan,nan,no,Noisy_LCs,10/09/20,
183532609,7.247,1.094,no,Unambiguous_Rotation,10/09/20,
183537452,nan,nan,no,Noisy_LCs,10/09/20,
183979262,3.341,0.121,no,Unambiguous_Rotation,10/09/20,
183985250,nan,nan,no,Noisy_LCs,10/09/20,
184240683,nan,nan,no,Noisy_LCs,10/09/20,
184679932,2.175,0.131,no,Unambiguous_Rotation,10/09/20,
184952758,nan,nan,no,Noisy_LCs,10/09/20,
186599508,nan,nan,no,Noisy_LCs,10/09/20,
186812530,nan,nan,yes,Noisy_LCs,10/09/20,
188768068,nan,nan,no,Noisy_LCs,10/09/20,
188989177,nan,nan,no,Noisy_LCs,10/09/20,
189013224,6.459,0.869,no,Unambiguous_Rotation,10/09/20,
190990336,3.009,0.216,no,Unambiguous_Rotation,10/09/20,
190998418,nan,nan,no,Ambiguous_Variability,10/09/20,
191284318,nan,nan,no,Noisy_LCs,10/09/20,
192826603,nan,nan,no,Noisy_LCs,10/09/20,
193641523,nan,nan,no,Noisy_LCs,10/09/20,
198206613,nan,nan,no,Noisy_LCs,10/09/20,
198212955,nan,nan,no,Noisy_LCs,10/09/20,
198213332,nan,nan,no,Noisy_LCs,10/09/20,
198241702,nan,nan,no,Noisy_LCs,10/09/20,
198356533,nan,nan,no,Noisy_LCs,10/09/20,
198384408,9.81/15.94,nan,no,Dubious_Rotation,10/09/20,
198390247,nan,nan,no,Noisy_LCs,10/09/20,
198457103,nan,nan,no,Noisy_LCs,10/09/20,
199376584,nan,nan,no,Noisy_LCs,10/09/20,
199444169,nan,nan,no,Noisy_LCs,10/09/20,
199688472,nan,nan,no,Ambiguous_Variability,10/09/20,
200322593,nan,nan,yes,Ambiguous_Variability,10/09/20,
200593988,nan,nan,no,Noisy_LCs,10/09/20,
200723869,nan,nan,no,Ambiguous_Variability,10/09/20,
200807066,nan,nan,no,Noisy_LCs,10/09/20,
201186294,nan,nan,no,Noisy_LCs,10/09/20,
201248411,13.219,1.859,no,Unambiguous_Rotation,10/09/20,
201604954,nan,nan,no,Pulsation,10/09/20,
201642601,nan,nan,no,Noisy_LCs,10/09/20,
201793781,nan,nan,no,Ambiguous_Variability,10/09/20,
204317710,nan,nan,no,Noisy_LCs,10/09/20,
204376737,nan,nan,no,Noisy_LCs,10/09/20,
206466531,nan,nan,no,Noisy_LCs,10/09/20,
206609630,3.872,0.174,yes,Unambiguous_Rotation,10/09/20,
207081058,nan,nan,no,Noisy_LCs,10/09/20,
207084429,nan,nan,no,Noisy_LCs,10/09/20,
207141131,8.489,0.858,no,Unambiguous_Rotation,10/09/20,
210873792,nan,nan,no,Noisy_LCs,10/09/20,
211438925,nan,nan,no,Noisy_LCs,10/09/20,
214361331,3.342,0.266,no,Unambiguous_Rotation,10/09/20,
216935214,nan,nan,no,Noisy_LCs,10/09/20,
218795833,nan,nan,no,Noisy_LCs,10/09/20,
219164808,nan,nan,no,Noisy_LCs,10/09/20,
219187649,nan,nan,no,Noisy_LCs,10/09/20,
219189765,nan,nan,no,Noisy_LCs,10/09/20,
219195044,nan,nan,no,Noisy_LCs,10/09/20,
219229644,9.706,0.748,no,Unambiguous_Rotation,10/09/20,
219239945,nan,nan,no,Noisy_LCs,10/09/20,
219253008,nan,nan,no,Noisy_LCs,10/09/20,
219338557,nan,nan,no,Noisy_LCs,10/09/20,
219344917,nan,nan,no,Noisy_LCs,10/09/20,
219345200,nan,nan,no,Noisy_LCs,10/09/20,
219379012,nan,nan,no,Noisy_LCs,10/09/20,
219388773,nan,nan,no,Noisy_LCs,10/09/20,
219401954,nan,nan,no,Noisy_LCs,10/09/20,
219698776,nan,nan,no,Ambiguous_Variability,10/09/20,
219698950,nan,nan,no,Noisy_LCs,10/09/20,
219776325,9.351,0.334,no,Unambiguous_Rotation,10/09/20,
219850915,nan,nan,no,Noisy_LCs,10/09/20,
219852882,10.130,0.398,no,Unambiguous_Rotation,10/09/20,
219857012,nan,nan,no,Noisy_LCs,10/09/20,
219860288,nan,nan,no,Noisy_LCs,10/09/20,
220029715,nan,nan,no,Noisy_LCs,10/09/20,
220396259,nan,nan,no,Noisy_LCs,10/09/20,
220435095,3.538,0.25,no,Unambiguous_Rotation,10/09/20,
220459826,5.618,0.103,no,Unambiguous_Rotation,10/09/20,
220459976,nan,nan,no,Noisy_LCs,10/09/20,
220475245,nan,nan,no,Noisy_LCs,10/09/20,
220479565,nan,nan,no,Noisy_LCs,10/09/20,
224225541,3.773,0.285,no,Unambiguous_Rotation,10/09/20,
224297258,nan,nan,no,Noisy_LCs,10/09/20,
224596152,nan,nan,no,Noisy_LCs,10/09/20,
224600500,nan,nan,no,Noisy_LCs,10/09/20,
229047362,nan,nan,no,Noisy_LCs,10/09/20,
229455001,nan,nan,no,Noisy_LCs,10/09/20,
229650439,nan,nan,no,Noisy_LCs,10/09/20,
229747848,8.285,0.306,no,Unambiguous_Rotation,10/09/20,
229770036,nan,nan,no,Noisy_LCs,10/09/20,
229781583,nan,nan,no,Noisy_LCs,10/09/20,
229811538,nan,nan,no,Noisy_LCs,10/09/20,
229938290,8.603,1.48,no,Unambiguous_Rotation,10/09/20,
229940491,nan,nan,no,Noisy_LCs,10/09/20,
229944666,nan,nan,no,Noisy_LCs,10/09/20,
229951289,5.288,0.129,no,Unambiguous_Rotation,10/09/20,
230017324,nan,nan,no,Noisy_LCs,10/09/20,
230086768,nan,nan,yes,Noisy_LCs,10/09/20,
230088370,nan,nan,no,Noisy_LCs,10/09/20,
230127302,nan,nan,no,Noisy_LCs,10/09/20,
230377505,nan,nan,no,Noisy_LCs,10/09/20,
230982885,nan,nan,no,Noisy_LCs,10/09/20,
231081369,nan,nan,no,Noisy_LCs,10/09/20,
231663901,nan,nan,no,Ambiguous_Variability,10/09/20,
231670397,nan,nan,no,Noisy_LCs,10/09/20,
231702397,nan,nan,no,Noisy_LCs,10/09/20,
231728511,nan,nan,no,Noisy_LCs,10/09/20,
231912935,nan,nan,no,Noisy_LCs,10/09/20,
232025086,nan,nan,no,Noisy_LCs,10/09/20,
232540264,nan,nan,no,Noisy_LCs,10/09/20,
232612416,nan,nan,no,Noisy_LCs,10/09/20,
232967440,nan,nan,no,Noisy_LCs,10/09/20,
232971294,nan,nan,no,Noisy_LCs,10/09/20,
232976128,nan,nan,no,Noisy_LCs,10/09/20,
232982558,nan,nan,no,Noisy_LCs,10/09/20,
233009109,nan,nan,no,Noisy_LCs,10/09/20,
233059608,nan,nan,no,Noisy_LCs,10/09/20,
233071822,nan,nan,no,Ambiguous_Variability,10/09/20,
233071926,5.34/9.30,nan,no,Dubious_Rotation,10/09/20,
233087860,nan,nan,no,Noisy_LCs,10/09/20,
233120979,4.24/8.48,nan,yes,Dubious_Rotation,10/09/20,
233211762,1.865,0.014,yes,Unambiguous_Rotation,10/09/20,
233390838,nan,nan,no,Ambiguous_Variability,10/09/20,
233541860,nan,nan,no,Noisy_LCs,10/09/20,
233602827,nan,nan,no,Noisy_LCs,10/09/20,
233617847,nan,nan,no,Noisy_LCs,10/09/20,
233681149,nan,nan,no,Noisy_LCs,10/09/20,
233684293,nan,nan,no,Noisy_LCs,10/09/20,
233684822,nan,nan,no,Noisy_LCs,10/09/20,
233735068,nan,nan,no,Noisy_LCs,10/09/20,
233951353,nan,nan,no,Noisy_LCs,10/09/20,
234112540,nan,nan,no,Noisy_LCs,10/09/20,
234345288,nan,nan,no,Noisy_LCs,10/09/20,
234519192,nan,nan,no,Ambiguous_Variability,10/09/20,
234523599,nan,nan,no,Noisy_LCs,10/09/20,
234825296,nan,nan,no,Noisy_LCs,10/09/20,
234994474,nan,nan,no,Ambiguous_Variability,10/09/20,
235037761,7.359,1.128,yes,Unambiguous_Rotation,10/09/20,
235683377,nan,nan,no,Noisy_LCs,10/09/20,
236445129,nan,nan,no,Noisy_LCs,10/09/20,
236714379,nan,nan,no,Noisy_LCs,10/09/20,
236887394,nan,nan,no,Ambiguous_Variability,10/09/20,
237086564,nan,nan,no,Ambiguous_Variability,10/09/20,
237099296,nan,nan,no,Noisy_LCs,10/09/20,
237200747,nan,nan,no,Ambiguous_Variability,10/09/20,
237222864,nan,nan,no,Noisy_LCs,10/09/20,
237232044,nan,nan,no,Noisy_LCs,10/09/20,
237751146,nan,nan,no,Noisy_LCs,10/09/20,
237914496,nan,nan,no,Noisy_LCs,10/09/20,
237920046,nan,nan,no,Noisy_LCs,10/09/20,
237928815,nan,nan,no,Noisy_LCs,10/09/20,
238004786,nan,nan,no,Noisy_LCs,10/09/20,
238086647,2.567,0.055,no,Unambiguous_Rotation,10/09/20,
238176110,nan,nan,no,Noisy_LCs,10/09/20,
238197638,nan,nan,no,Noisy_LCs,10/09/20,
238197709,nan,nan,no,Noisy_LCs,10/09/20,
238898571,nan,nan,no,Ambiguous_Variability,10/09/20,
238932509,nan,nan,no,Noisy_LCs,10/09/20,
239154970,nan,nan,no,Noisy_LCs,10/09/20,
240681314,nan,nan,no,Noisy_LCs,10/09/20,
240968774,nan,nan,no,Noisy_LCs,10/09/20,
241196395,2.019,0.085,no,Unambiguous_Rotation,10/09/20,
241225337,5.32/9.93,nan,no,Dubious_Rotation,10/09/20,
243185500,nan,nan,no,Noisy_LCs,10/09/20,
243200602,nan,nan,no,Noisy_LCs,10/09/20,
244161191,0.321,0.004,yes,Unambiguous_Rotation,10/09/20,
248075138,nan,nan,no,Noisy_LCs,10/09/20,
248092710,4.131,0.194,no,Unambiguous_Rotation,10/09/20,
248111245,nan,nan,no,Noisy_LCs,10/09/20,
249945230,5.749,0.87,no,Unambiguous_Rotation,10/09/20,
250386181,nan,nan,no,Noisy_LCs,10/09/20,
251848941,nan,nan,no,Noisy_LCs,10/09/20,
252479260,nan,nan,no,Noisy_LCs,10/09/20,
253728991,nan,nan,no,Noisy_LCs,10/09/20,
253990973,nan,nan,no,Noisy_LCs,10/09/20,
255685030,nan,nan,no,Noisy_LCs,10/09/20,
255760319,nan,nan,no,Noisy_LCs,10/09/20,
256783784,nan,nan,no,Ambiguous_Variability,10/09/20,
256886630,nan,nan,no,Noisy_LCs,10/09/20,
257241363,nan,nan,no,Noisy_LCs,10/09/20,
257567854,nan,nan,no,Noisy_LCs,10/09/20,
257605131,4.747,0.256,yes,Unambiguous_Rotation,10/09/20,
258514800,nan,nan,no,Noisy_LCs,10/09/20,
258777137,6.364,0.159,no,Unambiguous_Rotation,10/09/20,
259168516,nan,nan,no,Noisy_LCs,10/09/20,
259172391,8.132,0.252,no,Unambiguous_Rotation,10/09/20,
259377017,nan,nan,no,Noisy_LCs,10/09/20,
259511357,nan,nan,no,Noisy_LCs,10/09/20,
259592689,nan,nan,no,Noisy_LCs,10/09/20,
259701242,nan,nan,no,Noisy_LCs,10/09/20,
259863352,nan,nan,no,Noisy_LCs,10/09/20,
259962054,nan,nan,no,Noisy_LCs,10/09/20,
260004324,nan,nan,no,Noisy_LCs,10/09/20,
260043723,nan,nan,no,Noisy_LCs,10/09/20,
260128333,nan,nan,no,Ambiguous_Variability,10/09/20,
260130483,nan,nan,no,Noisy_LCs,10/09/20,
260271203,nan,nan,no,Noisy_LCs,10/09/20,
260304296,nan,nan,no,Noisy_LCs,10/09/20,
260304800,nan,nan,no,Noisy_LCs,10/09/20,
260476837,nan,nan,no,Noisy_LCs,10/09/20,
260609205,nan,nan,no,Noisy_LCs,10/09/20,
260640693,nan,nan,no,Noisy_LCs,10/09/20,
260647166,nan,nan,no,Noisy_LCs,10/09/20,
260708537,nan,nan,no,Noisy_LCs,10/09/20,
260985861,nan,nan,no,Noisy_LCs,10/09/20,
261108236,nan,nan,no,Ambiguous_Variability,10/09/20,
261136679,nan,nan,no,Noisy_LCs,10/09/20,
261257684,nan,nan,no,Ambiguous_Variability,10/09/20,
261867566,nan,nan,no,Noisy_LCs,10/09/20,
262530407,5.21/11.17,nan,no,Dubious_Rotation,10/09/20,
263003176,nan,nan,no,Noisy_LCs,10/09/20,
264678534,nan,nan,no,Noisy_LCs,10/09/20,
264979636,nan,nan,no,Noisy_LCs,10/09/20,
266593143,nan,nan,no,Ambiguous_Variability,10/09/20,
266980320,nan,nan,no,Noisy_LCs,10/09/20,
267263253,nan,nan,no,Noisy_LCs,10/09/20,
267489265,nan,nan,no,Noisy_LCs,10/09/20,
267561446,nan,nan,no,Noisy_LCs,10/09/20,
267574918,nan,nan,no,Noisy_LCs,10/09/20,
268334473,nan,nan,no,Noisy_LCs,10/09/20,
268644785,nan,nan,no,Noisy_LCs,10/09/20,
268766053,nan,nan,no,Noisy_LCs,10/09/20,
269450900,nan,nan,no,Noisy_LCs,10/09/20,
269701147,nan,nan,no,Noisy_LCs,10/09/20,
269892793,nan,nan,no,Ambiguous_Variability,10/09/20,
270341214,nan,nan,no,Noisy_LCs,10/09/20,
270380593,nan,nan,no,Noisy_LCs,10/09/20,
270468559,nan,nan,no,Noisy_LCs,10/09/20,
270507305,nan,nan,no,Noisy_LCs,10/09/20,
271168962,nan,nan,no,Noisy_LCs,10/09/20,
271596225,nan,nan,no,Noisy_LCs,10/09/20,
271596418,nan,nan,no,Noisy_LCs,10/09/20,
271893367,nan,nan,no,Noisy_LCs,10/09/20,
271900960,1.606,0.005,no,Unambiguous_Rotation,10/09/20,
271971130,nan,nan,no,Noisy_LCs,10/09/20,
272086159,nan,nan,yes,Noisy_LCs,10/09/20,
272635712,nan,nan,no,Noisy_LCs,10/09/20,
273985865,nan,nan,no,Noisy_LCs,10/09/20,
274138511,nan,nan,no,Noisy_LCs,10/09/20,
274662200,nan,nan,no,Noisy_LCs,10/09/20,
274762761,nan,nan,no,Noisy_LCs,10/09/20,
275248683,nan,nan,no,Noisy_LCs,10/09/20,
276128561,nan,nan,no,Noisy_LCs,10/09/20,
277099925,4.00/5.28/8.58,nan,no,Dubious_Rotation,10/09/20,
277103955,nan,nan,no,Noisy_LCs,10/09/20,
277507814,nan,nan,no,Noisy_LCs,10/09/20,
277634430,nan,nan,no,Noisy_LCs,10/09/20,
277683130,8.543,1.52,no,Unambiguous_Rotation,10/09/20,
278198753,4.015,0.322,yes,Unambiguous_Rotation,10/09/20,
278348461,nan,nan,no,Noisy_LCs,10/09/20,
278683844,10.408,0.203,no,Unambiguous_Rotation,10/09/20,
278866211,nan,nan,no,Noisy_LCs,10/09/20,
278895705,nan,nan,no,Noisy_LCs,10/09/20,
279251651,nan,nan,no,Noisy_LCs,10/09/20,
279425357,3.802,0.168,no,Unambiguous_Rotation,10/09/20,
279740441,nan,nan,no,Noisy_LCs,10/09/20,
279741379,nan,nan,no,Noisy_LCs,10/09/20,
280095254,nan,nan,no,Noisy_LCs,10/09/20,
280097543,nan,nan,no,Noisy_LCs,10/09/20,
280206394,nan,nan,no,Noisy_LCs,10/09/20,
280210963,nan,nan,no,Noisy_LCs,10/09/20,
280830734,3.633,0.135,no,Unambiguous_Rotation,10/09/20,
281459670,nan,nan,no,Noisy_LCs,10/09/20,
281541555,nan,nan,no,Noisy_LCs,10/09/20,
281575427,nan,nan,no,Noisy_LCs,10/09/20,
281731203,nan,nan,no,Noisy_LCs,10/09/20,
281781375,nan,nan,no,Noisy_LCs,10/09/20,
281909674,nan,nan,no,Noisy_LCs,10/09/20,
281924357,4.020,0.115,no,Unambiguous_Rotation,10/09/20,
281979481,4.385,0.084,no,Unambiguous_Rotation,10/09/20,
283474780,nan,nan,no,Noisy_LCs,10/09/20,
283722336,nan,nan,no,Ambiguous_Variability,10/09/20,
284441182,nan,nan,no,Noisy_LCs,10/09/20,
285048486,nan,nan,no,Noisy_LCs,10/09/20,
286132427,5.71/13.13,nan,no,Dubious_Rotation,10/09/20,
286355915,nan,nan,no,Noisy_LCs,10/09/20,
286864983,3.30/7.08,nan,no,Dubious_Rotation,10/09/20,
286865921,nan,nan,yes,Noisy_LCs,10/09/20,
286923464,nan,nan,no,Ambiguous_Variability,10/09/20,
287080092,nan,nan,no,Noisy_LCs,10/09/20,
287139872,nan,nan,no,Noisy_LCs,10/09/20,
287156968,nan,nan,no,Noisy_LCs,10/09/20,
287196418,nan,nan,no,Pulsation,10/09/20,
287225295,nan,nan,no,Noisy_LCs,10/09/20,
287563610,nan,nan,no,Noisy_LCs,10/09/20,
287776397,nan,nan,no,Noisy_LCs,10/09/20,
288132261,nan,nan,no,Noisy_LCs,10/09/20,
288631580,6.934,0.359,no,Unambiguous_Rotation,10/09/20,
288636342,nan,nan,no,Noisy_LCs,10/09/20,
288735205,nan,nan,no,Noisy_LCs,10/09/20,
289535142,nan,nan,no,Noisy_LCs,10/09/20,
289580577,nan,nan,no,Noisy_LCs,10/09/20,
289793076,nan,nan,no,Noisy_LCs,10/09/20,
290131778,nan,nan,no,Noisy_LCs,10/09/20,
290348383,5.55/11.11,nan,no,Dubious_Rotation,10/09/20,
292321872,nan,nan,no,Noisy_LCs,10/09/20,
293617835,nan,nan,no,Ambiguous_Variability,10/09/20,
293954617,5.368,0.203,no,Unambiguous_Rotation,10/09/20,
294301883,nan,nan,no,Noisy_LCs,10/09/20,
294395926,nan,nan,no,Noisy_LCs,10/09/20,
294471966,nan,nan,no,Noisy_LCs,10/09/20,
294780517,nan,nan,no,Noisy_LCs,10/09/20,
294781547,nan,nan,no,Noisy_LCs,10/09/20,
294981566,nan,nan,no,Noisy_LCs,10/09/20,
296739893,nan,nan,no,Noisy_LCs,10/09/20,
296780789,nan,nan,no,Noisy_LCs,10/09/20,
297967252,nan,nan,no,Pulsation,10/09/20,
298073824,nan,nan,no,Noisy_LCs,10/09/20,
298372701,nan,nan,no,Ambiguous_Variability,10/09/20,
298647682,5.27/10.54,nan,no,Dubious_Rotation,10/09/20,
298666530,nan,nan,no,Noisy_LCs,10/09/20,
299158887,5.267,0.578,no,Unambiguous_Rotation,10/09/20,
299798795,1.166,0.014,yes,Unambiguous_Rotation,10/09/20,
299799658,nan,nan,no,Noisy_LCs,10/09/20,
299945285,nan,nan,no,Noisy_LCs,10/09/20,
300013921,nan,nan,no,Noisy_LCs,10/09/20,
300038935,nan,nan,no,Noisy_LCs,10/09/20,
300293197,5.999,0.063,yes,Unambiguous_Rotation,10/09/20,
300710077,nan,nan,no,Noisy_LCs,10/09/20,
300810086,nan,nan,no,Noisy_LCs,10/09/20,
300871545,nan,nan,no,Noisy_LCs,10/09/20,
302773669,nan,nan,no,Noisy_LCs,10/09/20,
302895996,nan,nan,no,Noisy_LCs,10/09/20,
304042899,nan,nan,no,Noisy_LCs,10/09/20,
304100538,nan,nan,no,Ambiguous_Variability,10/09/20,
305048087,nan,nan,no,Noisy_LCs,10/09/20,
305424003,nan,nan,no,Noisy_LCs,10/09/20,
306263608,nan,nan,no,Noisy_LCs,10/09/20,
306362738,nan,nan,no,Noisy_LCs,10/09/20,
306472057,nan,nan,no,Noisy_LCs,10/09/20,
306955329,nan,nan,no,Noisy_LCs,10/09/20,
306996324,nan,nan,no,Noisy_LCs,10/09/20,
307111282,nan,nan,no,Noisy_LCs,10/09/20,
307210830,nan,nan,no,Noisy_LCs,10/09/20,
307610438,3.290,0.338,yes,Unambiguous_Rotation,10/09/20,
308034948,nan,nan,no,Ambiguous_Variability,10/09/20,
308050066,nan,nan,no,Noisy_LCs,10/09/20,
308307606,nan,nan,no,Ambiguous_Variability,10/09/20,
308994098,nan,nan,no,Noisy_LCs,10/09/20,
309257814,3.948,0.39,no,Unambiguous_Rotation,10/09/20,
309402106,5.393,0.109,no,Unambiguous_Rotation,10/09/20,
309791156,nan,nan,no,Noisy_LCs,10/09/20,
309792357,nan,nan,no,Noisy_LCs,10/09/20,
310009611,5.091,0.288,no,Unambiguous_Rotation,10/09/20,
310981412,4.94/6.98,nan,no,Dubious_Rotation,10/09/20,
311035838,nan,nan,no,Noisy_LCs,10/09/20,
311121985,nan,nan,no,Noisy_LCs,10/09/20,
311183180,8.764,1.67,no,Unambiguous_Rotation,10/09/20,
312862941,1.779,0.079,no,Unambiguous_Rotation,10/09/20,
313506357,nan,nan,no,Noisy_LCs,10/09/20,
314865962,nan,nan,no,Noisy_LCs,10/09/20,
315002523,nan,nan,no,Noisy_LCs,10/09/20,
316916655,nan,nan,no,Noisy_LCs,10/09/20,
316937670,nan,nan,no,Noisy_LCs,10/09/20,
317060587,nan,nan,no,Noisy_LCs,10/09/20,
317507345,nan,nan,no,Ambiguous_Variability,10/09/20,
317548889,nan,nan,no,Noisy_LCs,10/09/20,
317597583,nan,nan,no,Noisy_LCs,10/09/20,
318022259,nan,nan,no,Noisy_LCs,10/09/20,
318937509,2.005,0.096,yes,Unambiguous_Rotation,10/09/20,
319259194,nan,nan,no,Noisy_LCs,10/09/20,
320004517,8.600,1.422,no,Unambiguous_Rotation,10/09/20,
320417762,nan,nan,no,Noisy_LCs,10/09/20,
321041369,nan,nan,no,Noisy_LCs,10/09/20,
321857016,nan,nan,no,Noisy_LCs,10/09/20,
322063810,nan,nan,no,Noisy_LCs,10/09/20,
322202434,nan,nan,no,Noisy_LCs,10/09/20,
322270620,nan,nan,no,Noisy_LCs,10/09/20,
323132914,nan,nan,no,Noisy_LCs,10/09/20,
325680697,nan,nan,no,Ambiguous_Variability,10/09/20,
326453034,nan,nan,no,Noisy_LCs,10/09/20,
327017634,2.552,0.068,no,Unambiguous_Rotation,10/09/20,
327301957,nan,nan,no,Noisy_LCs,10/09/20,
328350926,5.63/9.80,nan,no,Dubious_Rotation,10/09/20,
329277372,nan,nan,no,Pulsation,10/09/20,
329864959,nan,nan,no,Ambiguous_Variability,10/09/20,
332064670,nan,nan,no,Noisy_LCs,10/09/20,
332477926,nan,nan,no,Noisy_LCs,10/09/20,
333473672,nan,nan,no,Noisy_LCs,10/09/20,
334305570,nan,nan,no,Noisy_LCs,10/09/20,
335499997,nan,nan,no,Noisy_LCs,10/09/20,
335630746,2.531,0.16,no,Unambiguous_Rotation,10/09/20,
336732616,nan,nan,no,Noisy_LCs,10/09/20,
339636032,nan,nan,no,Noisy_LCs,10/09/20,
339672028,nan,nan,no,Noisy_LCs,10/09/20,
339733013,nan,nan,no,Noisy_LCs,10/09/20,
339857675,nan,nan,no,Noisy_LCs,10/09/20,
339961200,9.670,0.277,no,Unambiguous_Rotation,10/09/20,
343628284,nan,nan,no,Noisy_LCs,10/09/20,
344926234,6.112,1.038,no,Unambiguous_Rotation,10/09/20,
346418409,nan,nan,no,Noisy_LCs,10/09/20,
348538431,nan,nan,yes,Ambiguous_Variability,10/09/20,
348673213,nan,nan,no,Noisy_LCs,10/09/20,
348755723,nan,nan,no,Noisy_LCs,10/09/20,
348770361,nan,nan,no,Noisy_LCs,10/09/20,
348844154,nan,nan,no,Noisy_LCs,10/09/20,
349095149,nan,nan,no,Noisy_LCs,10/09/20,
349373192,nan,nan,no,Noisy_LCs,10/09/20,
349518800,nan,nan,no,Noisy_LCs,10/09/20,
349790953,nan,nan,no,Noisy_LCs,10/09/20,
349827430,nan,nan,no,Noisy_LCs,10/09/20,
349829627,nan,nan,no,Noisy_LCs,10/09/20,
350132371,nan,nan,no,Pulsation,10/09/20,
350153977,nan,nan,no,Noisy_LCs,10/09/20,
350332997,nan,nan,no,Noisy_LCs,10/09/20,
350445771,nan,nan,no,Ambiguous_Variability,10/09/20,
350584963,nan,nan,no,Ambiguous_Variability,10/09/20,
350618622,nan,nan,no,Noisy_LCs,10/09/20,
350743714,nan,nan,no,Noisy_LCs,10/09/20,
351601843,nan,nan,no,Noisy_LCs,10/09/20,
352239069,3.303,0.077,no,Unambiguous_Rotation,10/09/20,
352413427,nan,nan,no,Ambiguous_Variability,10/09/20,
352764091,nan,nan,no,Noisy_LCs,10/09/20,
353475866,nan,nan,no,Noisy_LCs,10/09/20,
353782445,nan,nan,no,Noisy_LCs,10/09/20,
354594208,nan,nan,no,Noisy_LCs,10/09/20,
355509914,nan,nan,no,Noisy_LCs,10/09/20,
355703913,nan,nan,no,Noisy_LCs,10/09/20,
355867695,nan,nan,no,Noisy_LCs,10/09/20,
356158613,nan,nan,no,Noisy_LCs,10/09/20,
356311210,5.356,0.231,no,Unambiguous_Rotation,10/09/20,
356473034,nan,nan,no,Noisy_LCs,10/09/20,
356867115,12.587,0.619,no,Unambiguous_Rotation,10/09/20,
356978132,nan,nan,no,Noisy_LCs,10/09/20,
357457104,3.684,0.188,no,Unambiguous_Rotation,10/09/20,
358460246,nan,nan,no,Noisy_LCs,10/09/20,
359271092,nan,nan,no,Noisy_LCs,10/09/20,
359496368,nan,nan,no,Noisy_LCs,10/09/20,
360156606,1.663,0.028,no,Unambiguous_Rotation,10/09/20,
360742636,2.78/5.55,nan,no,Dubious_Rotation,10/09/20,
362249359,4.01/7.49,nan,no,Dubious_Rotation,10/09/20,
364107753,nan,nan,no,Noisy_LCs,10/09/20,
364186197,nan,nan,no,Noisy_LCs,10/09/20,
364393429,nan,nan,no,Noisy_LCs,10/09/20,
364395234,nan,nan,no,Ambiguous_Variability,10/09/20,
365639282,nan,nan,yes,Noisy_LCs,10/09/20,
365690646,nan,nan,no,Noisy_LCs,10/09/20,
365733349,nan,nan,no,Noisy_LCs,10/09/20,
365938305,nan,nan,no,Noisy_LCs,10/09/20,
366576758,nan,nan,no,Noisy_LCs,10/09/20,
366622912,nan,nan,yes,Noisy_LCs,10/09/20,
366989877,nan,nan,no,Noisy_LCs,10/09/20,
367366318,nan,nan,no,Noisy_LCs,10/09/20,
367607434,nan,nan,no,Noisy_LCs,10/09/20,
367753709,10.090,nan,no,Dubious_Rotation,10/09/20,
369327947,nan,nan,no,Noisy_LCs,10/09/20,
369960846,nan,nan,no,Noisy_LCs,10/09/20,
370133522,nan,nan,no,Noisy_LCs,10/09/20,
371234684,nan,nan,no,Noisy_LCs,10/09/20,
