index,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,e_pl_rade,e_pl_rade,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class
1541,HD 164922 c,HD 164922,c,0.341,0.004,0.12,0.11,3.66,,,0.0409,0.00944,0.327,,,13.0,3.0,0.95,0.02,3.2473034009395594,2.6498504688428697,3.2473034009395594,1.4522405067731579,1.5544262904979766,1.4522405067731579,-1,-1,-1,-1,nasa,22.0016,0.0152,0.93,0.04,7.01227,0.023,5.113,0.02,42.3,1.3,1.8992699999999996,0.03047950130825634,5390.0,-0.149,0.103,9.58,1.99,13.026192744343234,5.811727803952686,0.18,0.08,G9 V,0.30008,0.037674799269538255,0.1053108545724688,0.10158546918825329,22.645542394769773,21.844453342766553,27.974829018188668,9.454256054397929,2.849468853122851,0.4601888251416338,3,3,0,0,0,3,
1542,HD 164922 d,HD 164922,d,0.103,0.001,0.12,0.13,1.83,,,0.01259,0.00315,0.163,,,4.0,1.0,0.95,0.02,3.2473034009395594,2.6498504688428697,3.2473034009395594,1.4522405067731579,1.5544262904979766,1.4522405067731579,-1,-1,-1,-1,nasa,22.0016,0.0152,0.93,0.04,7.01227,0.023,5.113,0.02,42.3,1.3,1.8992699999999996,0.03047950130825634,5390.0,-0.149,0.103,9.58,1.99,13.026192744343234,5.811727803952686,0.18,0.08,G9 V,0.09064,0.01341888594481673,0.1053108545724688,0.10158546918825329,22.645542394769773,21.844453342766553,27.974829018188668,9.454256054397929,0.8606900054887203,0.1545345218286758,2,2,0,0,0,2,
1543,Kepler-913 b,Kepler-913,b,0.1009,,0.0,,2.06,0.08,0.08,0.0154,,0.184,0.08,0.08,4.9,,0.61,0.01,1.7991555751990855,0.7911880497014832,1.7991555751990855,,0.29277031235029516,,1627,-1,-1,-1,mcq13,991.618,34.082,0.63,0.01,15.522,0.15,13.477,,25.487,0.404,2.045,,4687.0,-0.282,,5.62,6.07,14.166090109900438,,-0.52,0.055,,0.1009,0.0,0.0924374722587382,,19.87731184405237,,28.421059236451374,,1.0915486710581468,,2,2,0,0,0,2,
1544,BD-11 4672 c,BD-11 4672,c,0.3,0.01,0.4,0.15,4.04,,,0.04836,0.00934,0.36,,,15.37,2.97,0.64,0.02,0.927235410466009,0.816516581550747,0.927235410466009,,,,-1,-1,-1,-1,nasa,27.1665,0.0346,0.65,0.03,10.03,0.03,6.867,0.024,25.0,,3.1629999999999994,0.03841874542459709,4550.0,-0.804,0.05,7.4,4.9,26.96186935681795,17.396423000253733,-0.35,0.15,K7V,0.18,0.045398237851264664,0.07985175061930878,,17.170938468662634,,28.921968192331896,,2.2541772547748575,,3,3,1,25,58,3,
1545,Kepler-1671 b,Kepler-1671,b,0.0491,,0.0,,1.326,,,0.00729,,0.118,,,2.32,,0.93,0.06,2.7103020746244537,1.9730073245835695,2.7103020746244537,1.2318046167119807,1.1965573961589577,1.2318046167119807,1738,-1,-1,-1,mcq13,357.059,2.168,0.87,0.13,13.439,0.092,11.512,0.02,35.873,1.281,1.9269999999999996,0.09414881836751855,5135.55,-0.266,0.017,13.4,4.2,13.235794023059459,5.99693675488135,0.25,0.013,,0.0491,0.0,0.1011903726975671,0.10265787513683064,21.75949368342107,22.07505838791126,28.11142801372239,9.654846230157153,0.4852240256763132,0.04981206744126926,1,1,0,0,0,1,
1546,Kepler-1781 b,Kepler-1781,b,0.0574,,0.0,,2.381,,,0.0197,,0.212,,,6.26,,0.96,0.24,0.7898210043242743,0.7319875241373222,0.7898210043242743,0.3324114453009466,0.5269007414611604,0.3324114453009466,1982,-1,-1,-1,mcq13,962.63,34.958,1.05,0.12,15.713,0.069,14.018,0.072,9.147,0.005,1.6949999999999985,0.09972462083156797,5568.0,-0.361,,0.9,3.9,11.581105022429291,4.87412792341076,0.44,0.3,,0.0574,0.0,0.07707316972104962,0.09497154130539504,16.573445724118187,20.422225929692537,29.043178905813267,9.237460555907449,0.7447468452088764,0.07072975577181745,2,2,0,0,0,2,
1547,Kepler-1769 b,Kepler-1769,b,0.3987,,0.0,,4.465,,,0.0573,,0.398,,,18.2,,1.3,0.23,0.9346549354354138,0.6731088545387436,0.9346549354354138,,0.48583835489019384,,1808,-1,-1,-1,mcq13,438.412,4.5,1.06,0.11,12.487,0.15,11.264,,8.249,0.104,1.2230000000000008,,6071.0,0.215,0.019,2.67,0.86,8.825717050493251,,-0.06,0.15,,0.3987,0.0,0.07999239422405446,,17.201181796634394,,28.9159455391505,,4.984223861124376,,3,3,0,0,0,3,
1548,Kepler-1770 b,Kepler-1770,b,0.1261,,0.0,,2.841,,,0.0266,,0.253,,,8.45,,1.01,0.27,0.8909615514876551,0.7181132878546057,0.8909615514876551,0.3929108648939895,0.44841507981959516,0.3929108648939895,1842,-1,-1,-1,mcq13,582.942,5.861,0.94,0.1,14.418,0.092,12.577,0.031,11.223,0.015,1.8409999999999993,0.097082439194738,5602.0,-0.209,,12.3,3.7,12.596503161399893,5.554987432393485,0.1,0.3,,0.1261,0.0,0.07915124435101446,0.09923333458389419,17.02030495172023,21.338661569283556,28.952124211944152,9.64867307447638,1.5931524644234325,0.15809383154528606,2,3,0,0,0,2,
1549,Kepler-1815 b,Kepler-1815,b,0.0984,,0.0,,2.749,,,0.0251,,0.245,,,7.99,,0.97,0.26,1.6366070159173114,1.2442808253722633,1.6366070159173114,0.7750043612364731,0.7335785836304143,0.7750043612364731,2259,-1,-1,-1,mcq13,1006.63,33.13,0.86,0.12,15.621,0.126,13.58,0.052,23.131,0.456,2.0410000000000004,0.1363084736911099,5516.0,-0.03,,13.5,3.7,14.133509006763711,6.687026979380137,-0.06,0.3,,0.0984,0.0,0.0905248498791204,0.10617041658390829,19.466030676895805,22.83037849784775,28.49261553644517,10.195911741960849,1.086994346098286,0.11540664254960802,2,3,0,0,0,2,
1550,HD 22496 b,HD 22496,b,0.051,0.0026,,,2.22,,,0.01753,0.0023,0.198,,,5.57,0.73,0.67,0.02,1.0693534002787328,1.0562756170988667,1.0693534002787328,1.5257116016810646,1.4033069401754372,1.5257116016810646,-1,-1,-1,-1,nasa,13.5956,0.0072,0.68,0.01,8.57,0.03,5.338,0.018,30.0,38.0,3.232,0.034985711369071804,4385.0,-1.174,0.213,,,28.05433637951713,18.42215662586023,-0.08,0.02,K5/M0V,0.051,0.0026,0.08240600511812955,0.3155756711980843,17.720193137375563,67.85988272421073,28.81420782420903,31.066507585790344,0.6188869358111846,0.1978377434178695,2,2,0,0,0,2,
1551,Kepler-1795 b,Kepler-1795,b,0.1002,,0.0,,1.663,,,0.0107,,0.148,,,3.4,,0.69,0.05,0.7043398715133491,0.8452462911013012,0.7043398715133491,0.4661432599653256,0.4130008104233079,0.4661432599653256,2117,-1,-1,-1,mcq13,,,0.77,0.07,16.188,0.217,12.996,0.031,19.31,0.014,3.1919999999999984,0.21920310216782973,4500.0,-0.757,,5.8,3.7,27.415741719278806,18.14416032347787,0.28,0.3,,0.1002,0.0,0.07514830925047516,0.14750297467977078,16.159532936425304,31.718334069417434,29.129737651045094,14.568728016347485,1.333363331782031,0.19667505776677974,2,2,0,0,0,2,
1552,Kepler-1716 b,Kepler-1716,b,0.1916,,0.0,,2.425,,,0.0203,,0.216,,,6.46,,0.68,0.04,1.8983917267187753,1.3122326294185342,1.8983917267187753,0.9911121164171884,0.6328528063253204,0.9911121164171884,315,-1,-1,-1,mcq13,195.439,0.978,0.75,0.06,13.129,0.057,10.813,0.016,31.433,3.591,2.315999999999999,0.05920304046246274,4894.0,-0.624,0.026,7.9,4.0,16.557699634695275,8.434940335129907,-0.24,0.15,,0.1916,0.0,0.09353980919460388,0.11682030709562728,20.11435310552356,25.1204800079141,28.380487458806083,11.196708701623615,2.0483257518880316,0.2392860433674415,2,2,0,0,0,2,
1553,Kepler-1777 b,Kepler-1777,b,0.1031,,0.0,,2.132,,,0.0163,,0.19,,,5.19,,1.07,0.16,1.2465648550253197,0.9418698141194464,1.2465648550253197,0.5055618013644563,0.5998920779911965,0.5055618013644563,1944,-1,-1,-1,mcq13,619.146,6.1395,0.98,0.07,14.112,0.092,12.528,0.024,13.543,0.017,1.5839999999999996,0.0950789145920377,5771.0,-0.033,,3.1,1.1,10.864256236170656,4.406129871774619,0.06,0.15,,0.1031,0.0,0.0852437865673442,0.09139811474605757,18.330416085201513,19.653813376470048,28.698334918892023,8.795408764570329,1.2094723164197902,0.11054348955831603,2,2,0,0,0,2,
1554,Kepler-1674 b,Kepler-1674,b,0.3017,,0.0,,3.206,,,0.0326,,0.286,,,10.4,,0.88,,2.0014921414683204,1.731441765435897,2.0014921414683204,0.8994698003148108,,0.8994698003148108,1892,-1,-1,-1,mcq13,1012.48,28.889,0.96,,15.697,0.103,13.806,0.047,25.948,0.137,1.891,0.11321660655575223,5473.91,-0.206,,0.5,3.8,12.964327694519056,5.825761789471061,0.056,0.014,,0.3017,0.0,0.09463849529532233,0.10106819387418538,20.350609308869082,21.733220933704374,28.340523040111993,9.624414637688389,3.1879205080188133,0.322197367959937,3,3,0,0,0,3,
1555,Kepler-1855 b,Kepler-1855,b,0.0115,,0.0,,1.216,,,0.00617,,0.109,,,1.96,,0.36,0.06,0.49749146496734414,0.47384318011027504,0.49749146496734414,0.4454646648701894,0.17621814560799479,0.4454646648701894,2542,-1,-1,-1,mcq13,,,0.39,0.08,16.556,0.114,12.032,0.028,29.362,4.77,4.524000000000001,0.1173882447266335,3460.0,-1.295,0.147,13.8,3.5,59.02010801718448,51.97083220628844,0.07,0.15,,0.0115,0.0,0.06959517895733373,0.19889791089727785,14.965414362537194,42.77005529715792,29.3924718036884,19.88894807299507,0.1652413309699258,0.0328661555238039,1,1,0,0,0,1,
1556,Kepler-1690 b,Kepler-1690,b,0.7097,,0.0,,2.811,,,0.0261,,0.251,,,8.3,,0.86,,1.6992008304127892,1.4810806623871118,1.6992008304127892,0.7851912634905222,,0.7851912634905222,2757,-1,-1,-1,mcq13,703.789,9.481,0.94,,14.882,0.114,12.905,0.024,23.147,0.182,1.9770000000000003,0.1164989270336856,5404.0,-0.243,,8.5,3.1,13.622286186369662,6.293871438837005,0.0,0.15,,0.7097,0.0,0.09127816909500827,0.1036989556750526,19.628020837448954,22.298927366663605,28.464253009159723,9.939495151773631,7.775134043949742,0.8062732805911368,2,3,1,0,100,2,
1557,Kepler-1874 b,Kepler-1874,b,0.2633,,0.0,,2.211,,,0.0174,,0.197,,,5.52,,0.78,0.04,1.6814332683743403,1.7253358085658492,1.6814332683743403,1.070297084378939,0.8271157779354219,1.070297084378939,2760,-1,-1,-1,mcq13,408.007,,0.76,0.04,15.434,0.217,12.473,0.021,40.358,5.038,2.9609999999999985,0.2180137610335641,4701.0,-0.577,,13.8,3.8,24.00214195774734,14.981607569552732,0.24,0.15,,0.2633,0.0,0.09106656417087931,0.14175981008653374,19.58251832681263,30.483351428698356,28.47219624078673,13.695547114656657,2.8912916875389967,0.4098689605303018,2,2,0,0,0,2,
1558,Kepler-1682 b,Kepler-1682,b,0.1134,,0.0,,2.889,,,0.0274,,0.258,,,8.7,,0.84,,1.2476350099176075,1.102190219740681,1.2476350099176075,0.6357012659538362,,0.6357012659538362,2229,-1,-1,-1,mcq13,1159.85,46.04,0.99,,15.907,0.458,14.087,0.064,15.527,0.035,1.8200000000000003,0.4624499972970051,5619.12,-0.196,,5.7,3.5,12.445146117713856,6.3410513962585835,-0.048,0.211,,0.1134,0.0,0.08525993938751776,0.1139806840998055,18.333889510381855,24.50986106271511,28.697686465193325,11.049687686879704,1.3300502066343483,0.15160003243927067,2,3,0,0,0,2,
1559,Kepler-1684 b,Kepler-1684,b,0.2253,,0.0,,2.871,,,0.0271,,0.256,,,8.6,,0.67,,1.1595728202814033,0.8998560216052081,1.1595728202814033,0.6341772572146702,,0.6341772572146702,2417,-1,-1,-1,mcq13,621.996,12.5555,0.75,,15.951,0.149,13.434,0.036,21.555,0.035,2.5170000000000012,0.15328731193415845,4706.54,-0.707,,,,18.5887420117083,10.166248518931251,0.127,0.014,,0.2253,0.0,0.08389303231578209,0.12215035943785002,18.0399563525097,26.26662896636821,28.753000240110804,11.883224089650987,2.685562719344169,0.3280424514607802,2,3,0,0,0,2,
1560,Kepler-529 b,Kepler-529,b,0.0309,,0.0,,1.86,0.25,0.25,0.013,,0.166,0.25,0.25,4.12,,1.14,0.15,2.886737169071515,2.2947651415520767,2.886737169071515,1.1798830812004695,1.6569689033742343,1.1798830812004695,339,-1,-1,-1,mcq13,799.008,,1.07,0.06,13.779,0.149,12.418,0.018,27.584,3.939,1.3610000000000007,0.15008331019803633,6087.0,0.207,,3.98,1.89,9.555424822022182,3.659423833804126,-0.1,0.122,,0.0309,0.0,0.1026093194927241,0.09297237737390582,22.064617214476826,19.992335281207865,28.063770202609607,8.66800796521353,0.3011422369114443,0.02799790969335295,2,2,0,0,0,2,
1561,Kepler-27 d,Kepler-27,d,0.0668,,0.0,,2.706,,,0.0245,,0.241,,,7.78,,0.82,0.08,1.2662718320511044,0.9234384340712233,1.2662718320511044,0.5340177679134841,0.5480338699491101,0.5340177679134841,841,-1,-1,-1,mcq13,1044.36,39.645,0.93,0.06,15.822,0.069,14.118,0.065,14.741,0.011,1.7039999999999988,0.09479451460923254,5251.0,-0.329,,1.9,2.1,11.641260294104908,4.909396188601137,0.21,0.15,,0.0668,0.0,0.08553952564720371,0.09489378161047361,18.394010402216008,20.405504856873442,28.686481921045964,9.142080982171194,0.7809255369910236,0.07410497736126803,2,3,0,0,0,2,
1562,Kepler-1802 c,Kepler-1802,c,0.1748,,0.0,,2.322,,,0.0189,,0.207,,,6.0,,0.64,0.03,0.35119181161535357,0.3771980000131831,0.35119181161535357,,0.14655836694475394,,2174,-1,-1,-1,mcq13,636.694,49.122,0.65,0.03,15.905,0.15,12.397,,11.549,0.004,3.507999999999999,,4245.0,-0.925,,13.9,3.7,32.88516308759829,,0.0,0.15,,0.1748,0.0,0.06444438555480972,,13.85781238896009,,29.655631583878392,,2.7124162717221227,,2,2,0,0,0,2,
1563,Kepler-534 b,Kepler-534,b,0.1272,,0.0,,2.24,0.08,0.08,0.0178,,0.2,0.08,0.08,5.65,,0.98,0.03,1.1426650407373309,1.0492861502665976,1.1426650407373309,0.522870566772657,0.7406888044309168,0.522870566772657,354,-1,-1,-1,mcq13,570.659,11.599,1.05,0.03,13.387,0.126,11.708,0.034,13.112,2.336,1.6790000000000003,0.1305067048086036,5884.0,0.147,0.028,1.58,0.664,11.474928813381025,4.836479256343947,0.01,0.081,,0.1272,0.0,0.08362139146058717,0.10270191437427602,17.981544002449105,22.084528374862288,28.76409985084259,9.946426644677214,1.5211418726505228,0.15622418235607988,2,2,0,0,0,2,
1564,Kepler-1315 c,Kepler-1315,c,0.064,,0.0,,1.844,,,0.0128,,0.165,,,4.06,,0.86,0.09,2.109127672395856,1.8111810675110238,2.109127672395856,1.1602089174713748,0.9454474193987538,1.1602089174713748,2694,-1,-1,-1,mcq13,480.869,5.724,0.81,0.05,15.133,0.069,12.684,0.031,37.701,5.443,2.449,0.07564390259630978,4818.0,-0.628,,14.0,3.8,17.875162558164952,9.488241830952065,0.56,0.3,,0.064,0.0,0.09573942206425243,0.12301661772586733,20.587347334788216,26.452905004728695,28.300939813968295,11.764355235311545,0.6684811608435286,0.0822342914204324,2,2,0,0,0,2,
1565,Kepler-1905 b,Kepler-1905,b,0.0451,,0.0,,1.446,,,0.00845,,0.129,,,2.69,,1.02,0.16,1.7532553901547154,1.5076453159601941,1.7532553901547154,0.7172603053788779,1.033924221454384,0.7172603053788779,3095,-1,-1,-1,mcq13,1051.53,32.45,1.04,0.07,15.086,0.103,13.487,0.045,19.213,0.164,1.5990000000000002,0.11240106761058812,5788.0,-0.025,,0.3,2.7,10.958471941902632,4.482156943410462,0.16,0.15,,0.0451,0.0,0.09191151065494431,0.09222960125185642,19.76421157679987,19.832612257119045,28.44058818942835,8.792327649483928,0.4906893563017929,0.04525608367024446,1,1,0,0,0,1,
1566,Kepler-1907 b,Kepler-1907,b,0.0565,,0.0,,0.87,,,0.00185,,0.078,,,0.589,,0.8,0.09,1.6821745092437395,1.1278362458680724,1.6821745092437395,0.855861165783384,0.5838964547991176,0.855861165783384,3130,-1,-1,-1,mcq13,292.111,1.333,0.75,0.11,13.989,0.16,11.726,0.011,27.016,0.398,2.263,0.16037767924496227,5159.0,-0.625,,14.0,3.9,16.060164894631335,8.167706762052488,-0.16,0.3,,0.0565,0.0,0.09107542681200907,0.113852208658763,19.584424106765212,24.48223431845759,28.471863184549644,10.946668255687062,0.6203649214471756,0.07062991648118096,1,1,0,0,0,1,
1567,Kepler-534 c,Kepler-534,c,0.0761,,0.0,,1.227,,,0.00637,,0.109,,,2.02,,0.97,0.14,1.1426650407373309,1.0908120843978695,1.1426650407373309,0.522870566772657,0.8085443151628817,0.522870566772657,354,-1,-1,-1,mcq13,570.659,11.599,1.07,0.09,13.387,0.126,11.708,0.034,13.112,2.336,1.6790000000000003,0.1305067048086036,5936.0,0.147,0.028,1.7,1.4,11.474928813381025,4.836479256343947,0.07,0.15,,0.0761,0.0,0.08362139146058717,0.10270191437427602,17.981544002449105,22.084528374862288,28.76409985084259,9.946426644677214,0.9100542178357295,0.09346431035611383,1,1,0,0,0,1,
1568,Kepler-1665 b,Kepler-1665,b,0.1006,,0.0,,2.839,,,0.0266,,0.253,,,8.44,,0.78,,2.394459394075097,1.870559282360923,2.394459394075097,1.1781300244613508,,1.1781300244613508,650,-1,-1,-1,mcq13,335.515,1.5665,0.84,,13.737,0.137,11.571,0.019,36.367,0.522,2.1660000000000004,0.13831124321616087,5049.84,-0.45,,13.9,3.2,15.187979420318133,7.46966054358926,-0.013,0.026,,0.1006,0.0,0.09845956182179846,0.1105467095309138,21.17227317599691,23.771435598425622,28.2050577982217,10.486924859582654,1.0217392616684147,0.11294991337598857,2,3,0,0,0,2,
1569,Kepler-1067 c,Kepler-1067,c,0.0601,,0.0,,1.747,,,0.0116,,0.156,,,3.7,,0.93,0.13,1.46672268625617,1.2116411357593588,1.46672268625617,0.6247718231863078,0.7717140907402671,0.6247718231863078,2039,-1,-1,-1,mcq13,667.693,8.325,0.98,0.07,14.395,0.08,12.656,0.033,17.422,0.024,1.738999999999999,0.08653900854527975,5594.0,-0.147,,0.5,3.8,11.878182674374457,5.059657907432131,0.16,0.15,,0.0601,0.0,0.08836057398063338,0.0958098979473693,19.000635140869274,20.60250213156022,28.575433271059442,9.198178084705551,0.6801676052169212,0.06516678884293979,2,2,0,0,0,2,
1570,Kepler-1312 c,Kepler-1312,c,0.0209,,0.0,,1.027,,,0.00337,,0.092,,,1.07,,0.91,0.13,0.5520856531375521,0.41714059994745917,0.5520856531375521,0.22339039484305884,0.26568307015094517,0.22339039484305884,2675,-1,-1,-1,mcq13,299.104,2.305,0.98,0.07,12.491,0.08,10.907,0.019,5.998,0.001,1.5839999999999996,0.08222530024268686,5721.0,-0.099,0.018,0.4,3.7,10.864256236170656,4.396003175346918,0.02,0.15,,0.0209,0.0,0.0712137596635206,0.09182687530708995,15.313466214837835,19.746011996464937,29.313787564544338,8.964452957065154,0.2934826092422427,0.026949590963686824,1,1,0,0,0,1,
1571,Kepler-1321 b,Kepler-1321,b,0.0781,,0.0,,4.92,0.61,0.61,0.0676,,0.439,0.61,0.61,21.5,,0.53,0.06,1.1800828995363795,1.0159363909822006,1.1800828995363795,0.8534814887341952,0.37411295887325785,0.8534814887341952,2715,-1,-1,-1,mcq13,769.146,40.593,0.54,0.07,17.5054,0.0466,13.884,0.054,41.425,0.25,3.6214000000000013,0.07132713368697778,4094.0,-0.862,,4.17,5.69,35.10346604994843,25.387297287131258,-0.45,0.279,,0.0781,0.0,0.08421843593274231,0.16074403246491858,18.109929589676945,34.56562779466986,28.739751027682253,15.707271767859602,0.9273503970362433,0.14906604232754903,3,3,0,0,0,3,
1572,Kepler-1679 b,Kepler-1679,b,0.0892,,0.0,,2.069,,,0.0155,,0.185,,,4.93,,0.87,,1.6676686844041413,1.3682446970966187,1.6676686844041413,0.7221996716784371,,0.7221996716784371,2106,-1,-1,-1,mcq13,909.28,34.628,0.96,,15.327,0.046,13.528,0.045,20.505,0.035,1.7989999999999995,0.06435060217278467,5501.0,-0.201,,0.4,3.6,12.295607749765022,5.32468768324016,-0.04,0.28,,0.0892,0.0,0.09090143221327406,0.09738830015280044,19.54700914058617,20.941914191259084,28.478407801316347,9.319597682142724,0.9812826688001777,0.09556545108385277,2,2,0,0,0,2,
1573,Kepler-1687 b,Kepler-1687,b,0.0532,,0.0,,1.656,,,0.0106,,0.148,,,3.38,,0.73,,1.069589750886842,0.9560755956694007,1.069589750886842,0.7086632538624208,,0.7086632538624208,2588,-1,-1,-1,mcq13,417.014,5.407,0.65,,15.928,0.229,12.739,0.023,29.273,0.014,3.189,0.23015212360523638,4132.0,-0.859,,13.8,3.5,27.368437268334443,18.13312135683649,-0.14,0.15,,0.0532,0.0,0.08241002632119918,0.14746627513812413,17.721057837647542,31.710442375540275,28.814040822452533,14.426634296422156,0.6455525179988302,0.09519722523532433,2,2,0,0,0,2,
1574,Kepler-1729 b,Kepler-1729,b,0.0418,,0.0,,3.894,,,0.0454,,0.347,,,14.4,,0.52,0.11,1.9940871217134508,0.9393947500345736,1.9940871217134508,1.1062192433169264,0.4067058360007922,1.1062192433169264,875,-1,-1,-1,mcq13,576.181,12.447,0.54,0.11,15.676,0.137,13.102,0.031,38.304,0.258,2.574,0.14046351839534707,3837.0,-0.663,,1.2,3.6,19.208789617520164,10.65528489249294,-0.06,0.15,,0.0418,0.0,0.09456107298012924,0.12398151706087711,20.333960784572852,26.660392341968112,28.34332402343745,11.881781041852479,0.44204236143538383,0.054805082575931446,3,3,0,0,0,3,
1575,Kepler-1713 b,Kepler-1713,b,0.1469,,0.0,,1.717,,,0.0113,,0.153,,,3.59,,1.46,0.09,0.56805465811563,0.6580215630334415,0.56805465811563,0.20854130275437557,0.6117864050002944,0.20854130275437557,269,-1,-1,-1,mcq13,295.293,2.248,1.3,0.07,11.065,0.009,9.754,0.011,5.274,0.033,1.311,0.014212670403551895,6477.0,0.486,0.02,1.45,0.85,9.284317846270444,3.407915883705188,0.1,0.15,,0.1469,0.0,0.07166353507266793,0.08375528920461646,15.41018376724324,18.01033673280239,29.29223998912534,8.127517150217088,2.0498570137663616,0.1716863670161131,2,2,0,0,0,2,
1576,GJ 3512 b,GJ 3512,b,0.337,0.001,0.44,0.01,14.3,,,0.46,0.02,1.27,,,146.20107,6.35657,0.14,0.01,0.46937424158816077,0.6096144498077619,0.46937424158816077,0.5809599367695231,0.09992098379075387,0.5809599367695231,-1,-1,-1,-1,nasa,9.48637,0.00857,0.12,0.01,15.18,0.2,8.668,0.021,87.0,5.0,6.5120000000000005,0.2010994778710278,3081.0,-2.804,0.006,5.5,2.5,185.35316234148124,229.1702602939997,-0.07,0.16,M5.5 V,0.18872000000000003,0.003416211351775531,0.0687068976070679,0.2741748142469028,14.774402590221873,58.95724049351252,29.436435307864848,27.533029121839306,2.746740233844969,0.754726605554512,3,3,0,0,0,3,
1577,Kepler-1663 b,Kepler-1663,b,0.1072,,0.0,,3.304,,,0.0344,,0.295,,,10.9,,0.63,0.02,1.2201424203217504,1.189349587746099,1.2201424203217504,0.8669632710207893,0.4287907445915671,0.8669632710207893,252,-1,-1,-1,mcq13,337.926,3.407,0.61,0.02,16.069,0.16,12.552,0.031,40.333,0.095,3.5169999999999995,0.16297545827516485,3844.0,-1.109,0.112,0.0,2.3,33.055977177946346,23.487553718806037,0.06,0.11,,0.1072,0.0,0.08484149879545945,0.15795380007040347,18.243910047147814,33.96562956810746,28.714524491535073,15.417987049539972,1.2635326051752533,0.19957977650028802,3,3,0,0,0,3,
1578,Kepler-1692 b,Kepler-1692,b,0.0646,,0.0,,1.112,,,0.00447,,0.099,,,1.42,,0.87,,2.396643359125949,1.8363878560622422,2.396643359125949,1.1349295450632786,,1.1349295450632786,2849,-1,-1,-1,mcq13,591.019,6.926,0.87,,14.674,0.172,12.658,0.023,33.389,0.127,2.016,0.17353097706173384,5146.0,-0.324,,6.1,3.9,13.931568029453036,6.5970758862370396,0.36,0.28,,0.0646,0.0,0.09847938352206252,0.1065422645644972,21.176535539601197,22.91033890879514,28.20436887030361,10.09293443878052,0.6559748618402708,0.06988904727784562,1,1,0,0,0,1,
1580,Kepler-1724 b,Kepler-1724,b,0.0683,,0.0,,2.837,,,0.0265,,0.253,,,8.43,,0.94,0.29,1.803254242987472,1.5145477242281167,1.803254242987472,0.787473344900991,1.091423145271671,0.787473344900991,599,-1,-1,-1,mcq13,1060.77,24.7,1.02,0.14,14.961,0.183,13.334,0.041,20.082,2.279,1.6270000000000007,0.18753666308218242,6092.0,0.055,,0.3,1.7,11.136532786818746,4.696189391421502,-0.22,0.3,,0.0683,0.0,0.09248392763915779,0.09822337347970343,19.887301386830536,21.121484364760146,28.41933969225117,9.378350623739495,0.7385066977960147,0.07253861919488043,2,3,0,0,0,2,
1581,Kepler-1726 b,Kepler-1726,b,0.1306,,0.0,,2.509,,,0.0215,,0.224,,,6.84,,0.8,0.08,1.6186224893290204,1.1757948949312726,1.6186224893290204,0.7263489946556158,0.6540670355106607,0.7263489946556158,704,-1,-1,-1,mcq13,390.552,2.066,0.88,0.06,13.851,0.114,11.966,0.02,20.912,0.087,1.8850000000000016,0.11574109036984229,5316.0,-0.37,,10.9,4.1,12.919627731521762,5.79737114817752,0.0,0.15,,0.1306,0.0,0.09030425825932158,0.10077813423191903,19.418595710212028,21.670847895781353,28.50096551520979,9.6648139910526,1.446221944761048,0.14574754927827588,2,3,0,0,0,2,
1582,Kepler-1749 b,Kepler-1749,b,0.0956,,0.0,,1.613,,,0.0102,,0.144,,,3.23,,0.55,0.04,0.9573831033810478,0.6420380373209135,0.9573831033810478,0.6221312893204366,0.21794597587895878,0.6221312893204366,1408,-1,-1,-1,mcq13,268.2,1.4035,0.55,0.04,14.95,0.183,11.809,0.013,25.488,0.028,3.141,0.18346116755324546,3957.0,-0.95,,13.9,3.5,26.622571371886355,17.299982552980946,-0.16,0.15,,0.0956,0.0,0.08041788063165589,0.14471877323600338,17.292676358337964,31.11963270965374,28.897789587705965,14.190621109052334,1.1887903442504775,0.17204028025473525,2,2,0,0,0,2,
