,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class,st-flux,st-spectype-ltr,st-spectype-num,st-lumiclass,st-spectype-val,st-spectype-str
70,Kepler-849 b,Kepler-849,b,1.137,0.034,0.078,0.069,8.082,0.325,0.94,0.2,0.721,298.7587,63.56568,1.82,0.07,1.8766227848845252,2.084351623835909,1.8766227848845252,0.7068889597411584,1.8835019692206776,0.7068889597411584,1439,-1,-1,-1,mcq13,822.134,16.333,1.26,0.12,12.878,0.092,11.527,0.023,17.829,0.447,1.3510000000000009,0.0948314293892061,5950.0,0.573,0.029,4.7,1.8,9.500577390195694,3.5707553428695653,0.145,0.059,,1.048314,0.0844841423759512,0.0933019082357286,0.0852883881884614,20.063196021366984,18.34000700444707,28.389202853559745,8.08092323567924,11.235718752411994,1.3184117422011463,3,3,0,0,0,3,,-16.984941953565876,,,,,
71,Kepler-111 c,Kepler-111,c,0.751,0.016,0.176,0.085,7.084,0.258,0.7,0.14,0.632,222.47988,44.49598,1.15,0.04,1.7025466488022485,1.5505473038693454,1.7025466488022485,0.6545797196128256,1.171031496163906,0.6545797196128256,139,-1,-1,-1,mcq13,657.223,6.014,1.12,0.07,13.543,0.069,12.11,0.023,16.957,0.105,1.4329999999999998,0.0727323861838727,5914.0,0.158,0.032,3.4,3.1,9.959785837251127,3.828751609714488,0.237,0.059,,0.618824,0.0651822451362332,0.0913178234359459,0.0868906291931516,19.636547917230867,18.68454524550164,28.46276651232944,8.269409721440299,6.776596032581399,0.9253194481683596,3,3,0,0,0,3,,-17.20548224219569,,,,,
72,TOI-1820 b,TOI-1820,b,0.061,0.003,0.043,0.008,12.778,0.224,2.3,0.2,1.14,731.00534,63.56568,1.51,0.06,2.5715206055904827,1.9617515691981915,2.5715206055904827,1.1494509536552968,1.4867477652356078,1.1494509536552968,-1,-1,-1,-1,nasa,248.504,3.648,1.04,0.13,10.899,0.011,9.508,0.022,25.0,6.0,1.391,0.0245967477524976,5734.0,0.294,0.02,11.0,2.0,9.721874266008223,3.666093895563479,0.14,0.15,,0.058377,0.0029121787376464,0.1000227617502271,0.1009265935507163,21.508416210771863,21.70277187751498,28.1511481923319,9.508976444976105,0.5836371539687806,0.0657071825134509,3,3,0,0,0,3,,-16.22472350256858,,,,,
73,GJ 463 b,GJ 463,b,3.53,0.07,0.09,0.18,13.0,,3.6,0.4,1.16,1144.18227,127.13136,0.49,0.02,0.2442744452545983,0.2997071029419919,0.2442744452545983,,,,-1,-1,-1,-1,nasa,18.3554,0.0109,0.49,0.02,11.595,0.058,7.122,0.018,14.0,,4.473000000000001,0.0607289058027559,3540.0,-1.523,0.119,,,57.31258538079296,49.847936691465,,,M3 V,3.2123,0.638585037406922,0.0594801915069272,,12.790335847975156,,29.92997102534111,,54.00621481902736,,3,3,0,0,0,3,,-15.77858444136658,M,3.0, V,3.0,M3  V
74,TOI-2447 b,TOI-2447,b,0.347,0.029,0.17,0.1,9.606,0.135,0.393,0.031,0.857,124.90656,9.85268,1.01,0.01,1.3402732578604684,1.0001481876411258,1.3402732578604684,,,,-1,-1,-1,-1,nasa,148.987,0.615,1.03,0.03,10.507,0.006,9.12,0.026,13.0,,1.3870000000000005,0.0266833281282526,5730.0,0.049,0.014,2.1,1.0,9.699514575671246,3.653266269695228,0.18,0.08,,0.28801,0.0422309708626264,0.0866190028872395,,18.62613602404921,,28.643562374407345,,3.325020958448701,,3,3,0,0,0,3,,-16.025353485819778,,,,,
75,KOI-984 c,KOI-984,c,0.1467,0.0015,0.38,0.02,14.1,,0.6601,0.12585,1.25,209.8,40.0,0.82,0.03,0.3690999887629708,0.499775580151972,0.3690999887629708,0.2148062287282644,0.2914173977860058,0.2148062287282644,984,-1,-1,-1,mcq13,252.667,,0.93,0.03,12.795,0.021,10.016,0.021,7.978,0.005,2.779,0.029698484809835,5295.0,-0.324,,1.3,1.3,21.61473921128544,12.579187385632585,0.12,0.1,,0.090954,0.0030778654941371,0.0651559813205128,0.1305625556881538,14.010830538376768,28.075547406853257,29.618048191786794,13.027005442686194,1.3959424469809234,0.1882800539776639,3,3,0,0,0,3,,-16.85715378295087,,,,,
76,GJ 649 b,GJ 649,b,1.112,0.037,0.083,0.068,10.8,,0.258,0.023,0.966,81.99973,7.31005,0.5,0.05,0.5457891484087269,0.5628515891483972,0.5457891484087269,0.4378864297716144,0.1858607634391078,0.4378864297716144,-1,-1,-1,-1,nasa,10.3796,0.00335,0.51,0.05,9.7,0.1,5.624,0.016,24.89,0.35,4.076,0.1012719112093773,3734.0,-1.361,0.087,0.44,,45.6036915951296,36.58220450494696,-0.15,0.09,M1.0,1.0197040000000002,0.0828791680520503,0.0710336261131511,0.1784202342995062,15.274731157866052,38.36663368004332,29.32245548732229,17.77813120616079,14.35522942860455,2.814497868629484,3,3,0,0,0,3,,-15.121417969974683,M,1.0,,1.0,M1.0 
77,Kepler-245 c,Kepler-245,c,0.124,,0.0,,2.18,0.17,0.71,0.193,0.194,225.6,61.3,0.8,0.05,1.486057494878039,1.045946840540326,1.486057494878039,0.6997496110880832,0.5537543728547618,0.6997496110880832,869,-1,-1,-1,mcq13,861.527,26.041,0.86,0.03,15.546,0.252,13.639,0.053,19.444,0.039,1.907,0.2575131064625643,5100.0,-0.396,,3.63,2.86,13.084285141737244,6.161027017917339,0.05,0.106,,0.124,0.0,0.0886164506112711,0.1055635325614653,19.055657627491968,22.6998770607952,28.565536841840885,10.16446357248876,1.3992887228573836,0.1477138606582466,3,2,0,0,0,3,,-17.99459452054562,,,,,
78,Kepler-289 c,Kepler-289,c,0.51,0.03,0.0,,11.59,0.19,0.42,0.05,1.034,132.0,17.0,1.0,0.02,0.7734205032152761,0.7333844223027168,0.7734205032152761,0.3176525537655724,0.5194781663912125,0.3176525537655724,1353,-1,-1,-1,mcq13,704.438,8.809,1.08,0.02,14.142,0.069,12.508,0.022,8.648,0.009,1.6340000000000003,0.0724223722339996,5990.0,0.061,0.023,0.65,0.44,11.181498245842198,4.592353131789273,0.05,0.04,,0.51,0.03,0.0767169043811751,0.0927964657609101,16.496836129687793,19.954508089452567,29.0590355225765,9.01948730775474,6.647817767333485,0.7303949748158564,3,3,0,0,0,3,,-17.36274228599758,,,,,
79,V1298 Tau e,V1298 Tau,e,0.2409,0.0083,0.1,0.091,9.976,,1.01,0.35,0.89,321.00669,111.23994,1.43,0.03,0.2054148783813376,0.3355257816147322,0.2054148783813376,0.0952829983499431,0.2975413654915443,0.0952829983499431,-1,-1,-1,-1,nasa,108.199,0.704,1.26,0.06,10.115,0.009,8.094,0.021,2.87,0.02,2.021000000000001,0.0228473193175917,4941.0,0.039,0.02,0.013,0.003,13.97172406699799,6.480141703929067,0.1,0.15,K1,0.21681,0.0231596761551192,0.0572476957340897,0.1055532331157503,12.310270636509744,22.69766231725781,30.060899307104098,10.540725594242897,3.787226668599245,0.5687404385964243,3,3,0,0,0,3,,-15.757503229110686,K,1.0,,11.0,K1 
80,HATS-2 b,HATS-2,b,0.02317,0.00044,0.29,,12.576,0.269,1.37,0.16,1.122,435.42492,50.85255,0.88,0.02,1.4677758978309836,1.3191972944054642,1.4677758978309836,0.7959099552861715,0.8071626026092753,0.7959099552861715,-1,-1,-1,-1,nasa,341.925,3.674,0.9,0.05,13.565,0.092,11.386,0.023,22.46,5.2,2.1790000000000003,0.0948314293892061,5227.0,-0.268,0.051,7.2,8.1,15.302063505192056,7.503295655713072,0.15,0.05,K,0.0164507,0.0003124,0.0883745796460625,0.1211151840687408,19.003646852164657,26.044029806933487,28.574890839070974,11.709101046397908,0.1861474200599827,0.0228207252529461,3,3,0,0,0,3,,-17.06391844641844,K,,,,K
81,XO-2 N b,XO-2 N,b,0.0368,,0.028,0.038,11.131,0.135,0.566,0.025,0.993,179.89178,7.94575,0.99,0.01,2.147168034783019,1.9484399838507849,2.147168034783019,0.974642905515109,,0.974642905515109,-1,-1,-1,-1,nasa,154.273,1.459,0.97,,11.246,0.011,9.308,0.021,28.6,1.3,1.9380000000000008,0.0237065391822593,5340.0,-0.088,0.021,7.8,1.3,13.319870423131633,6.015767498488513,0.43,0.05,K0 V,0.0357696,0.0013984,0.0961180403786953,0.1021288917388407,20.668763605940534,21.96130832849012,28.287431909776707,9.70302835908522,0.372142418416682,0.0406959509520241,3,3,0,0,0,3,,-16.19263658506244,K,0.0, V,10.0,K0  V
82,TOI-622 b,TOI-622,b,0.0708,0.0059,0.42,,9.236,0.325,0.303,0.072,0.824,96.30201,22.88365,1.42,0.05,0.4488397896941123,0.4779146572782774,0.4488397896941123,0.15792256793232,0.4511269356563602,0.15792256793232,-1,-1,-1,-1,nasa,123.297,0.471,1.31,0.08,8.995,0.002,7.858,0.023,3.77,0.22,1.1369999999999996,0.0230867927612303,6400.0,0.474,0.01,0.9,0.2,8.399433576442238,2.91437810014756,0.09,0.07,F6 V,0.041064,0.003422,0.0680315957641222,0.0807985312722023,14.629188912336756,17.374529651173606,29.470239858063163,7.837533175850414,0.6036018931905741,0.0700616375439249,3,3,0,0,0,3,,-15.435961754614045,F,6.0, V,36.0,F6  V
83,Kepler-63 b,Kepler-63,b,0.08,0.002,0.45,,6.11,0.2,0.378,,0.545,120.0,,0.9,0.03,0.3865506158974063,0.3760385501693751,0.3865506158974063,0.17948609221459,0.2353553703152225,0.17948609221459,63,-1,-1,-1,mcq13,194.033,0.959,0.98,0.04,12.02,0.026,9.997,0.022,5.407,0.001,2.023,0.0340587727318528,5576.0,-0.157,0.045,0.21,0.045,13.987818871914726,6.494928854123787,0.05,0.08,,0.044,0.0011,0.0658239672997012,0.1050510411232737,14.154471047916212,22.58967335351696,29.58313972435965,10.38195092447173,0.6684495299358794,0.0721824018307645,3,3,0,0,0,3,,-16.460807932195756,,,,,
84,CoRoT-6 b,CoRoT-6,b,0.0855,0.0015,0.1,,13.068,0.392,2.96,0.34,1.166,940.74,108.06,1.03,0.03,0.5077851243373597,0.5121591947609994,0.5077851243373597,0.2267190462063333,0.3543792881480259,0.2267190462063333,-1,-1,-1,-1,nasa,645.294,12.453,1.05,0.05,13.961,0.069,12.119,0.024,6.4,0.5,1.8420000000000003,0.0730547739713155,6090.0,0.026,0.021,2.5,2.1,12.603756378944258,5.540586123431324,-0.2,0.1,F9 V,0.07695,0.00135,0.0699105994668564,0.1009260893881731,15.03324088003698,21.702663464813437,29.37699565268928,9.913010086662684,1.1006914629087226,0.1127543442005433,3,3,0,0,0,3,,-17.321571989266825,F,9.0, V,39.0,F9  V
85,TOI-1130 c,TOI-1130,c,0.0731,0.0003,0.0398,0.0009,13.0,0.4,1.05717,0.01573,1.16,336.0,5.0,0.7,0.01,0.9062331931735929,1.043479605462801,0.9062331931735929,0.5985364227491202,0.461782051875547,0.5985364227491202,-1,-1,-1,-1,nasa,58.2609,0.17,0.74,0.01,11.595,0.026,8.351,0.033,25.6,1.2,3.244,0.0420119030752,4360.0,-0.854,0.033,5.4,5.7,28.24879974915708,18.61032939543218,0.11,0.1,K6-K7,0.07019062,0.0002954773894902,0.0794488238226319,0.147072440312805,17.08429501777453,31.62575401867993,28.939281267778625,14.443744500668116,0.8834695924095651,0.129987243612508,3,3,0,0,0,3,,-16.112811113665927,K,6.0,,16.0,K6 
86,TOI-1842 b,TOI-1842,b,0.1,0.002,0.276,0.064,12.349,0.294,0.28128,0.02454,1.102,89.4,7.8,2.03,0.04,1.395901578522147,,1.395901578522147,0.5308173468676793,,0.5308173468676793,-1,-1,-1,-1,nasa,223.465,2.26,1.46,0.04,9.815,0.004,8.446,0.021,13.4,0.9,1.3689999999999998,0.0213775583264319,6039.0,0.695,0.026,2.5,0.4,9.599530659021603,3.593009258917069,0.332,0.06,,0.0724,0.0065617607393138,0.087400280679437,0.0859217420986496,18.79413826310734,18.476200399537145,28.61283145826648,8.222207008946178,0.8283726257761759,0.1034528138620315,3,3,0,0,0,3,,-15.731475758872426,,,,,
87,HATS-18 b,HATS-18,b,0.0174,0.00098,0.166,,14.897,0.841,1.9795,0.076,1.329,629.14449,24.15508,1.02,0.06,0.7524472784014155,0.7690066151256911,0.7524472784014155,0.3388185819402582,0.5230326022887279,0.3388185819402582,-1,-1,-1,-1,nasa,624.368,16.147,1.04,0.05,14.188,0.08,12.289,0.028,9.8,0.4,1.899000000000001,0.0847584804016683,5600.0,-0.032,0.065,4.2,2.2,13.024168312257352,5.84049410109982,0.28,0.08,G V,0.0145115999999999,0.00081732,0.0762526261398048,0.1013758940283045,16.396999957617954,21.799387302909825,29.0798104357163,9.89562454982796,0.1903095110900678,0.0220703421419289,3,3,0,0,0,3,,-17.350938008382315,G,, V,,G V
88,Kepler-1656 c,Kepler-1656,c,3.053,0.049,0.527,0.054,14.0,,0.4,0.09,1.25,126.4,28.9,1.1,0.13,1.6932241694832737,1.798189506902772,1.6932241694832737,0.7970165862248445,1.213198536228307,0.7970165862248445,367,-1,-1,-1,mcq13,185.875,0.835,1.03,0.04,11.64,0.017,9.64,0.017,23.373,2.254,2.0,0.0240416305603426,5569.0,-0.004,0.003,6.31,2.9,13.803842646028851,6.359774352405238,0.19,0.04,,1.4440689999999998,0.166483189460678,0.0912071825779268,0.1055693458615619,19.61275623639191,22.701127125039044,28.46691564864183,10.125747959756282,15.832842975564963,2.4749983979646144,3,3,0,0,0,3,,-16.270498698291135,,,,,
89,TOI-2025 b,TOI-2025,b,0.0892,0.0023,0.394,0.038,11.893,0.37,3.6,0.33,1.061,1144.18227,104.88337,1.46,0.04,1.211501430309626,1.3937148620077051,1.211501430309626,0.4923047615072249,1.1667838148122185,0.4923047615072249,-1,-1,-1,-1,nasa,335.985,2.434,1.2,0.09,11.599,0.021,10.01,0.021,13.2,0.7,1.5890000000000004,0.029698484809835,5977.0,0.387,0.021,4.5,2.3,10.895571123367512,4.38965229458824,0.15,0.11,,0.0540552,0.0036649783901136,0.0847084649803275,0.0915771676239998,18.215303091931872,19.69231605081266,28.719895167123063,8.819294364809643,0.6381322104296614,0.0727115392522391,3,3,0,0,0,3,,-16.39369651285221,,,,,
90,WASP-148 c,WASP-148,c,0.2044,0.0038,0.1809,0.018,13.9,,0.392,0.027,1.24,124.58874,8.58137,0.91,0.01,2.48771881790976,1.7120888200002102,2.48771881790976,0.9924883930696856,1.0391246262872489,0.9924883930696856,-1,-1,-1,-1,nasa,246.353,1.575,0.95,0.05,12.036,0.05,10.506,0.017,26.2,1.3,1.5299999999999994,0.0528109837060435,5555.0,-0.139,0.022,3.6,4.0,10.53173687129716,4.169068686473611,0.099,0.078,G,0.16742404,0.0048191977440648,0.09929372715928,0.0905088948623972,21.35164809979632,19.462599786423223,28.176184560524884,8.494613185047841,1.6861492139521563,0.1601433544173199,3,3,0,0,0,3,,-16.650172445887616,G,,,,G
91,TYC 2187-512-1 b,TYC 2187-512-1,b,1.22,0.02,0.05,0.04,12.5,,0.33,0.02,1.12,104.88337,6.35657,0.5,0.01,0.924293696678,0.8801566838549594,0.924293696678,0.72579745164899,0.265137644007951,0.72579745164899,-1,-1,-1,-1,nasa,15.4744,0.01165,0.5,0.02,10.58,0.043,6.595,0.023,40.0,1.0,3.985,0.0487647413609464,3734.0,-1.381,0.007,,,43.27628776844831,33.965282753013305,0.08,0.19,M1.0 V,1.159,0.0523683110287127,0.0797957450264147,0.1744202643970827,17.158895293879027,37.50649928676667,28.924369422510587,17.16359178181815,14.524583981468403,2.617007070411189,3,3,0,0,0,3,,-15.488284372846014,M,1.0, V,1.0,M1.0  V
92,HD 30177 c,HD 30177,c,10.258,0.535,0.039,0.013,12.7,,6.15,1.308,1.14,1954.6447,415.71956,1.18,0.02,3.885639575226009,3.12959769883889,3.885639575226009,,,,-1,-1,-1,-1,nasa,55.5867,0.127,0.98,0.12,8.41,0.03,6.715,0.027,45.0,,1.6950000000000005,0.0403608721412211,5580.0,0.084,0.001,11.6,2.2,11.581105022429304,4.836065362886753,0.33,0.05,G8 V,9.857938,0.5311478961089839,0.109567615657176,,23.56089593548014,,27.839214033452144,,89.97127427546026,,3,3,0,0,0,3,,-15.13399851956185,G,8.0, V,28.0,G8  V
93,HD 60292 b,HD 60292,b,1.5,0.1,0.27,0.1,12.7,,6.5,1.0,1.13,2065.895,317.83,27.0,1.5,16.10339668569967,,16.10339668569967,,,,-1,-1,-1,-1,nasa,315.211,3.148,1.7,0.2,6.94657,0.023,3.926,0.036,400.0,,3.02057,0.0427200187265876,4348.0,2.394,,1.8,0.5,24.839480005806024,15.443359652511072,-0.17,0.05,K0 III,1.095,0.1668202625582396,0.1499741019153979,,32.2497134491067,,26.76484237251059,,7.3012605910966,,3,3,0,0,0,3,,-14.331259464769348,K,0.0, III,10.0,K0  III
94,HD 141937 b,HD 141937,b,1.5,0.03,0.41,0.01,12.5,,9.69,0.4,1.11,3079.7727,127.132,1.03,0.01,1.2903748155604398,1.145262071950241,1.2903748155604398,,,,-1,-1,-1,-1,nasa,33.3622,0.0719,1.09,0.05,7.25,0.03,5.764,0.016,13.25,,1.4859999999999998,0.0339999999999999,5870.0,0.022,0.073,2.32,0.41,10.26833431668086,3.9988436196048287,0.11,,G2/G3 V,0.8850000000000001,0.0232010775611823,0.0858963982728512,,18.470750584473983,,28.672233179226524,,10.303109534217995,,3,3,1,40,60,3,,-14.752566098320612,G,2.0,,22.0,G2 
95,TOI-1775 b,TOI-1775,b,0.08,0.002,0.0,,8.047,0.143,0.30205,0.0472,0.718,96.0,15.0,0.83,0.01,0.4028521819546111,0.3267847041331336,0.4028521819546111,0.1866851158042707,0.1908069206758794,0.1866851158042707,-1,-1,9348006,-1,mar20,149.234,0.953,0.92,0.02,11.648,0.02,9.722,0.013,5.329,0.592,1.926,0.0238537208837531,5284.0,-0.316,0.02,0.8,1.1,13.228177080099352,5.951303353109349,0.162,0.047,,0.08,0.002,0.0664270648172294,0.104811265732113,14.284158253065293,22.538113200408382,29.551925254202057,10.35038065430309,1.2043283896423207,0.1297682780594078,3,3,0,0,0,3,,-16.391792294777684,,,,,
96,AF Lep b,AF Lep,b,8.4,1.3,0.24,0.27,13.1,,3.2,0.7,1.17,1017.0509,222.47988,1.25,0.06,0.1029962407645164,0.106640303835438,0.1029962407645164,0.0390945991165022,0.0882291421891936,0.0390945991165022,-1,-1,-1,-1,nasa,26.8564,0.0189,1.2,0.06,6.332,0.035,4.926,0.021,1.01,0.01,1.4059999999999997,0.0408166632639171,6130.0,0.29,0.011,0.024,0.003,9.806183143219712,3.720896521017276,0.19,0.02,F8 V,6.384,2.473856907745475,0.049154111149724,0.0882147431439804,10.5698649245346,18.969276375362185,30.582569617039443,8.779975471204365,129.8772340843323,51.61619322072796,3,3,0,0,0,3,,-14.296152328596571,F,8.0, V,38.0,F8  V
97,HD 117207 b,HD 117207,b,3.787,0.035,0.157,0.013,13.4,,2.106,0.16,1.19,669.34663,50.85255,1.07,0.04,3.5364262618772293,3.12097009307484,3.5364262618772293,,,,-1,-1,-1,-1,nasa,32.3547,0.0524,1.05,0.03,7.26,0.03,5.65,0.02,39.0,,1.6099999999999994,0.0360555127546398,5732.0,0.066,0.001,4.192,2.274,11.02808233849552,4.476010922758017,0.19,0.03,G7 IV-V,3.192441,0.0573954387212085,0.10731290538383,,23.07605382409224,,27.910376391195133,,29.74890101597267,,3,3,0,0,0,3,,-14.681931489834163,G,7.0, IV,27.0,G7  IV
98,CoRoT-2 b,CoRoT-2,b,0.02798,0.0008,0.0143,0.0077,16.432,0.493,3.47,0.22,1.466,1102.82,69.92,0.91,0.03,0.2908294853765178,0.3016077069435121,0.2908294853765178,0.1438411843067657,0.1889588828128469,0.1438411843067657,-1,-1,-1,-1,nasa,213.283,2.485,0.96,0.08,12.516,0.092,10.31,0.031,4.52,0.02,2.2059999999999995,0.097082439194738,5625.0,-0.131,0.117,2.7,3.2,15.541752907715848,7.686478817948445,0.04,0.05,,0.027579886,0.0008174618355103,0.0618159081973997,0.111847666499173,13.292597191793869,24.051187161529818,29.79814793084944,11.139406810987955,0.446161624155514,0.0516246156790311,3,3,0,0,0,3,,-16.51696921687146,,,,,
99,TOI-4515 b,TOI-4515,b,0.118,0.001,0.461,0.007,12.17,0.43,2.005,0.052,1.086,637.0,17.0,0.86,0.03,1.2569896396734526,1.0128769736642464,1.2569896396734526,0.5444981014168525,0.6052234265725189,0.5444981014168525,-1,-1,-1,-1,nasa,193.499,1.726,0.95,0.02,11.938,0.034,10.134,0.018,15.5,0.3,1.8040000000000005,0.0384707681233426,5433.0,-0.236,0.027,1.2,0.2,12.331048332289097,5.336183103197497,0.05,0.03,G8/G9,0.0636019999999999,0.000986304719648,0.0854006796185217,0.0973775476131314,18.36415361640197,20.93960201656528,28.69204165260493,9.392150761988818,0.7447481716082966,0.0734355977800262,3,3,0,0,0,3,,-16.53741418509752,G,8.0,,28.0,G8 
100,WASP-6 b,WASP-6,b,0.04217,0.0012,0.05,0.02,11.545,1.121,0.37,0.08,1.03,117.5971,25.4264,0.73,0.07,2.1931935351891974,0.5995176274418449,2.1931935351891974,0.8824709389096402,0.3336358796919295,0.8824709389096402,-1,-1,-1,-1,nasa,197.119,1.632,0.55,0.17,11.907,0.034,10.325,0.025,23.8,0.15,1.5820000000000007,0.0422018956920183,5450.0,-0.297,0.014,11.0,7.0,10.851755496327812,4.365863690531662,-0.2,,,0.0400615,0.0014180703649678,0.0965692103059964,0.091015851767835,20.7657810288588,19.57161337425344,28.271404902142912,8.59618221053848,0.4148475468843344,0.0405126967942086,3,3,0,0,0,3,,-16.614513709791666,,,,,
101,TOI-2641 b,TOI-2641,b,0.0607,0.0043,0.18,,18.103,7.174,0.386,0.036,1.615,122.68177,11.44182,1.34,0.06,3.710650048640162,3.501982713388574,3.710650048640162,1.9476428679786768,3.0577487763688342,1.9476428679786768,-1,-1,-1,-1,nasa,344.045,3.342,1.16,0.07,11.693,0.017,10.325,0.021,35.6,13.1,1.3680000000000003,0.0270185121722125,6100.0,0.34,0.02,10.8,9.0,9.594006315159334,3.590910681646033,-0.15,0.08,F9 V,0.049774,0.003526,0.1084584634492491,0.118740830403977,23.32238915050693,25.533460152989736,27.87403581094844,11.056167418857488,0.4589222308436141,0.0634537256201491,3,3,0,0,0,3,,-16.461287236499363,F,9.0, V,39.0,F9  V
102,HIP 94235 b,HIP 94235,b,0.0787,0.00056,0.32,0.2,3.0,0.32,1.19247,,0.268,379.0,,1.08,0.11,0.2196866850831749,0.1886873285333869,0.2196866850831749,0.0846182140800386,0.1356442911376211,0.0846182140800386,-1,-1,464646604,-1,mar20,58.5146,0.1263,1.09,0.02,8.31,0.03,6.881,0.027,2.183,0.102,1.4290000000000005,0.0403608721412211,5991.0,0.138,0.018,0.118,0.018,9.936878965484414,3.7991895546565577,0.0,,G V,0.053516,0.0157446056997309,0.0581030797439669,0.0887258134640094,12.494208322117956,19.079174492188887,30.01014030728734,8.739128311028848,0.921052726220708,0.2830317135185309,3,3,0,0,0,3,,-15.124585216398378,G,, V,,G V
103,Kepler-447 b,Kepler-447,b,0.0769,0.0079,0.123,0.037,18.49,6.61,1.37,0.48,1.65,435.41,152.55,1.05,0.19,0.5516521111476376,0.4679131866124359,0.5516521111476376,0.2325580317116004,0.3585543201393985,0.2325580317116004,1800,-1,-1,-1,mcq13,268.041,1.848,1.0,0.21,12.52,0.069,10.806,0.018,6.459,0.003,1.7140000000000004,0.0713091859440282,5493.0,-0.19,0.014,2.69,2.02,11.70846602320242,4.935893663856213,0.07,0.05,G8 V,0.0674413,0.0074897979265131,0.071201408137981,0.0954700153408782,15.31081020187145,20.529415401747,29.314381212316164,9.339764799185708,0.947190536868395,0.1387176000107888,3,3,0,0,0,3,,-16.77445919427276,G,8.0, V,28.0,G8  V
104,K2-31 b,K2-31,b,0.022,0.0018,0.0,,11.882,3.923,1.774,0.079,1.06,563.83042,25.10857,0.78,0.07,1.3814828792054612,1.1031498418176218,1.3814828792054612,0.6234938460588472,0.6380243879812131,0.6234938460588472,-1,-1,-1,-1,nasa,110.527,0.72,0.91,0.06,10.802,0.01,8.866,0.019,18.38,0.06,1.936,0.0214709105535838,5280.0,-0.11,0.035,,,13.304544179780914,6.004478631206319,0.08,0.05,G7 V,0.022,0.0018,0.0872001387199252,0.1013073559279788,18.751100693547244,21.784649197679503,28.62067762515408,9.761194378303848,0.2522931766274013,0.0328537597079256,3,3,0,0,0,3,,-15.924993499755953,G,7.0, V,27.0,G7  V
105,WASP-8 c,WASP-8,c,5.28,0.63,0.0,0.0,12.5,,9.45,2.26,1.12,3003.37,718.27,0.99,0.03,0.6228855576022867,0.5686725448791717,0.6228855576022867,0.2769737203341559,0.4016441336596748,0.2769737203341559,-1,-1,183532609,-1,mar20,89.9606,0.3648,1.04,0.08,9.789,0.003,8.086,0.023,7.247,1.094,1.7029999999999994,0.0231948270094864,5690.0,-0.058,0.002,4.0,1.0,11.6345609744049,4.866195008462297,0.17,0.07,G8 V,5.28,0.63,0.0731365099252509,0.1003288805586839,15.726925233315416,21.574242534970708,29.22260843272744,9.820266691064363,72.19376485692877,11.254522344657214,3,3,0,0,0,3,,-15.694161421906818,G,8.0, V,28.0,G8  V
106,Qatar-2 b,Qatar-2,b,0.02153,0.0002,0.0,,14.056,0.146,2.494,0.054,1.254,792.635,17.162,0.78,0.01,0.8114700681746281,0.7336965975910319,0.8114700681746281,0.48397099758631,0.3244006738579486,0.48397099758631,-1,-1,-1,-1,nasa,181.374,1.218,0.74,0.02,13.443,0.16,10.619,0.021,18.0,0.2,2.824,0.1613722404876378,4645.0,-0.683,0.025,5.0,,22.181964198002195,13.227307586612374,0.02,0.08,,0.02153,0.0002,0.0775347260921174,0.1331217732446971,16.672696598218728,28.625869307757217,29.02274464854149,13.080723210442944,0.2776820282362336,0.0370554143097194,3,3,0,0,0,3,,-16.928206797197223,,,,,
107,HATS-47 b,HATS-47,b,0.04269,0.00033,0.088,,12.52,0.157,0.369,0.031,1.117,117.27927,9.85273,0.66,0.01,0.315162856489971,0.2204834663444991,0.315162856489971,0.1791227579115757,0.0880055710833662,0.1791227579115757,-1,-1,-1,-1,nasa,300.67,3.853,0.67,0.02,14.602,0.069,11.926,0.025,6.42,0.28,2.676,0.0733893725276351,4512.0,-0.796,0.009,8.1,4.3,20.37042077705719,11.54338708213455,-0.113,0.035,,0.03893328,0.00030096,0.0629224206947854,0.127732928078294,13.53053634603982,27.467077821636888,29.73742785858144,12.773741706790355,0.6187505116634285,0.0791794122361185,3,3,0,0,0,3,,-17.480236930411696,,,,,
