,pl-name,hostname,pl-letter,pl-orbsmax,e_pl_orbsmax,pl-orbeccen,e_pl_orbeccen,pl-rade,e_pl_rade,pl-bmassj,e_pl_bmassj,pl-radj,pl-bmasse,e_pl_bmasse,st-rad,e_st_rad,RoVK,RoM,Ro,e_RoVK,e_RoM,e_Ro,KOI,KIC,TIC,GAIA,r-Prot,sy-dist,e_sy_dist,st-mass,e_st_mass,sy-vmag,e_sy_vmag,sy-kmag,e_sy_kmag,Prot,e_Prot,VK-color,e_VK_color,st-teff,st-lum,e_st_lum,st-age,e_st_age,Tauc,e_Tauc,st-met,e_st_met,st-spectype,rperi,e_rperi,RA,e_RA,RASun,e_RASun,LX,e_LX,ASHC,e_ASHC,mass-class,rad-class,habitable,CHZ,OHZ,size-class,n-size_class,st-flux,st-spectype-ltr,st-spectype-num,st-lumiclass,st-spectype-val,st-spectype-str
31,V1298 Tau b,V1298 Tau,b,0.1688,0.0026,0.29,,10.27,0.58,0.64,0.19,0.916,203.41018,60.3874,1.34,0.06,0.2054148783813376,0.2528028098529685,0.2054148783813376,0.0952829983499431,0.1849534726817111,0.0952829983499431,-1,-1,-1,-1,nasa,108.199,0.704,1.1,0.05,10.115,0.009,8.094,0.021,2.87,0.02,2.021000000000001,0.0228473193175917,5050.0,-0.02,0.019,0.023,0.004,13.97172406699799,6.480141703929067,0.1,0.15,K1,0.119848,0.0018459999999999,0.0572476957340897,0.1055532331157503,12.310270636509744,22.69766231725781,30.060899307104098,10.540725594242897,2.0934991087970216,0.2233159414633031,3,3,0,0,0,3,,-15.816503229110685,K,1.0,,11.0,K1 
32,WASP-50 b,WASP-50,b,0.0293,0.0013,0.009,0.011,13.07,0.482,1.4688,0.092,1.166,466.8287,29.24036,0.84,0.03,1.6011705897674515,0.9367778307146613,1.6011705897674515,0.622363681366524,0.5396654638358169,0.622363681366524,-1,-1,-1,-1,nasa,184.848,1.879,0.89,0.08,11.44,0.026,9.969,0.021,16.3,0.5,1.471,0.0334215499341368,5400.0,-0.198,0.006,7.0,3.5,10.1800520844986,3.9445730711521754,-0.12,0.08,,0.0290363,0.0013280038328257,0.0900883662173103,0.0877703973959648,19.37217131825446,18.87372639131284,28.50915737575836,8.373856410561707,0.322309097380664,0.0318995212127515,3,3,0,0,0,3,,-16.45968624722775,,,,,
33,WASP-8 b,WASP-8,b,0.0801,0.0015,0.31,0.0,12.666,0.56,2.54,0.33,1.13,807.2882,104.8839,1.03,0.04,0.6228855576022867,0.9627693618985218,0.6228855576022867,0.2769737203341559,1.01718816753978,0.2769737203341559,-1,-1,183532609,-1,mar20,89.9606,0.3648,1.34,0.26,9.789,0.003,8.086,0.023,7.247,1.094,1.7029999999999994,0.0231948270094864,5600.0,-0.058,0.002,4.0,1.0,11.6345609744049,4.866195008462297,0.17,,G8 V,0.055269,0.001035,0.0731365099252509,0.1003288805586839,15.726925233315416,21.574242534970708,29.22260843272744,9.820266691064363,0.7556964374768173,0.0771275850003687,3,3,0,0,0,3,,-15.694161421906818,G,8.0, V,28.0,G8  V
34,HD 66428 b,HD 66428,b,3.395,0.157,0.471,0.012,12.4,,10.946,3.845,1.11,3478.94974,1222.05022,1.13,0.02,3.4856485544811617,2.8090055457342085,3.4856485544811617,,,,-1,-1,-1,-1,nasa,53.2817,0.218,1.01,0.13,8.25,0.03,6.66,0.021,38.0,,1.59,0.0366196668472011,5716.0,0.096,0.014,3.515,2.04,10.90184492385128,4.395695811502277,0.23,0.05,G8 IV (+ G),1.7959550000000002,0.092507018160786,0.1069707660661042,,23.00248182189047,,27.921305349307996,,16.78921322195787,,3,3,1,5,8,3,,-15.08521288110069,G,8.0, IV,28.0,G8  IV
35,HD 70642 b,HD 70642,b,3.318,0.022,0.175,0.044,13.0,,3.9,0.29,1.16,1239.53079,92.17024,0.98,0.02,2.9251623727048,2.71372589196195,2.9251623727048,,,,-1,-1,-1,-1,nasa,29.276,0.0276,1.08,0.02,7.17,0.03,5.574,0.02,32.0,,1.596,0.0360555127546398,5732.0,0.012,0.001,0.919,0.733,10.939563662720944,4.419510907077149,0.22,0.02,G6 V,2.73735,0.1471158950079834,0.1029093424109458,,22.129132707600256,,28.053777845144605,,26.59962580529369,,3,3,0,0,0,3,,-14.649080212203407,G,6.0, V,26.0,G6  V
36,HD 92788 b,HD 92788,b,0.97,0.02,0.35,0.005,13.0,,3.76,0.16,1.16,1195.0408,50.8528,1.14,0.02,2.834778915013234,2.99493012194272,2.834778915013234,1.151698506257777,2.347587788374003,1.151698506257777,-1,-1,-1,-1,nasa,34.6538,0.0597,1.15,0.07,7.31637,0.023,5.721,0.02,31.0,1.4,1.59537,0.0304795013082563,5744.0,0.02,,2.55,1.51,10.935597071017186,4.41532043416555,0.27,0.02,G6 V,0.6305,0.0138752477455359,0.1021986422029292,0.092396338180958,21.97630713462443,19.86846656873843,28.07749541014961,8.62023252569785,6.169357893699378,0.5859714387019626,3,3,1,51,72,3,,-14.787558464413587,G,6.0, V,26.0,G6  V
37,Kepler-1647 b,Kepler-1647,b,2.7205,0.007,0.0581,0.0689,11.874,0.138,1.51968,0.64815,1.059,483.0,206.0,1.79,0.01,0.9888484935697408,1.2273707133980731,0.9888484935697408,0.4141562850724389,1.0318921212226042,0.4141562850724389,-1,-1,-1,-1,nasa,1212.45,22.335,1.22,0.01,13.668,0.126,12.007,0.024,11.23,0.01,1.6609999999999996,0.1282653499585917,6210.0,0.644,0.025,4.4,0.25,11.356643685080336,4.756456382880845,-0.14,0.05,,2.56243895,0.1875583740249752,0.0809941287415135,0.0943654726367234,17.416589995300313,20.291899822414585,28.873353031526307,9.138614870485483,31.637341987810306,3.778297150070197,3,3,0,0,0,3,,-17.251384410939583,,,,,
38,Kepler-419 c,Kepler-419,c,1.68,0.03,0.184,0.002,12.6,,7.3,0.4,1.13,2320.1,127.1,1.74,0.07,0.5066946759499649,,0.5066946759499649,0.1862765091048466,,0.1862765091048466,-1,-1,-1,-1,nasa,1011.36,25.41,1.39,0.08,13.089,0.149,11.859,0.018,4.49,0.01,1.2300000000000004,0.1500833101980363,6430.0,0.713,0.023,1.29,0.3,8.861352236595001,3.257645181148052,0.176,0.07,,1.37088,0.0247095123383688,0.0698774229414941,0.0840042710813166,15.026106758728655,18.063876604520583,29.37862017407546,8.163199834483379,19.618353715588345,1.6855354282845811,3,3,1,13,69,3,,-17.02486828119849,,,,,
39,Kepler-30 c,Kepler-30,c,0.3,,0.0111,0.001,12.3,0.4,2.01,0.16,1.097,640.0,50.0,0.95,0.12,1.0665434249582149,1.1360502528968803,1.0665434249582149,0.5288107808193866,0.7380695523983105,0.5288107808193866,806,-1,-1,-1,mcq13,914.221,27.0815,0.99,0.08,15.726,0.195,13.581,0.048,16.004,0.017,2.1450000000000014,0.2008208156541547,5498.0,-0.237,,2.0,0.8,15.0054837201092,7.43996274935999,0.18,0.27,,0.29667,0.0003,0.0823581438433003,0.1110414241922296,17.709901277788887,23.877816672642748,28.81619614311113,10.796930249152108,3.602193859109581,0.4000093222038531,3,3,0,0,0,3,,-17.88715912118187,,,,,
40,HD 112640 b,HD 112640,b,1.7,0.1,0.24,0.18,12.9,,5.0,1.0,1.15,1589.15,317.83,39.0,5.0,23.201924127601423,,23.201924127601423,,,,-1,-1,-1,-1,nasa,323.335,2.496,1.8,0.2,6.53649,0.023,3.613,0.27,545.0,,2.92349,0.2709778588741154,4155.0,2.453,,1.6,0.3,23.48943117832448,14.682124731269468,-0.09,0.07,K0 III,1.292,0.3152966856787429,0.1625685707468117,,34.957967778817064,,26.488867043459884,,7.947415629385047,,3,3,0,0,0,3,,-14.294362171575441,K,0.0, III,10.0,K0  III
41,Kepler-317 b,Kepler-317,b,0.061,,0.0,,2.09,0.96,0.345,0.357,0.186,109.8,113.6,0.94,0.43,1.0994900365647655,0.8150144302111954,1.0994900365647655,0.5197912480734638,0.4416685168940518,0.5197912480734638,1760,-1,-1,-1,mcq13,940.584,26.129,0.86,0.06,15.665,0.183,13.668,0.047,15.151,0.012,1.997,0.188939143641544,5497.0,-0.208,,3.72,2.8,13.780024826179972,6.514589502994592,0.13,0.152,,0.061,0.0,0.0829132476565826,0.1060122791416414,17.829268146363027,22.79637337874021,28.79320594856243,10.286542455242522,0.735708728388679,0.0779941590808827,3,2,0,0,0,3,,-17.882851908863458,,,,,
42,HD 36384 b,HD 36384,b,1.3,0.1,0.2,0.1,12.7,,6.6,0.5,1.13,2097.66749,158.9142,38.4,3.4,10.674687660107969,41.74232897673426,10.674687660107969,8.414598263095018,34.04140569996207,8.414598263095018,-1,-1,-1,-1,nasa,209.309,3.553,1.14,0.15,6.18839,0.023,2.288,0.248,440.0,40.0,3.90039,0.2490642487391556,3940.0,2.589,0.0,0.113,0.015,41.21900462196283,32.27514705328209,-0.16,0.14,M0 III,1.04,0.1526433752247375,0.1369587270459978,0.1815094239491554,29.450949498463824,39.03091824463655,27.07554080033528,16.129550657215262,7.593528520827401,1.772529156184074,3,3,0,0,0,3,,-13.780632540845923,M,0.0, III,0.0,M0  III
43,WASP-114 b,WASP-114,b,0.02851,0.00039,0.012,0.022,15.009,0.717,1.769,0.064,1.339,562.24127,20.34112,1.43,0.06,0.902629116058596,1.2228926603507828,0.902629116058596,0.4000383243045579,1.1400871063282485,0.4000383243045579,-1,-1,-1,-1,nasa,523.337,17.342,1.29,0.05,12.685,0.069,11.074,0.028,9.96,1.73,1.6110000000000009,0.0744647567645258,5940.0,0.333,0.032,4.3,1.4,11.034432440525691,4.499148094745595,0.14,0.07,G0,0.02816788,0.0007361225650664,0.0793789499796402,0.0997002567212296,17.069269680831088,21.439066272094227,28.94229255856401,9.69340688033285,0.3548532703849661,0.0365741603179671,3,3,0,0,0,3,,-16.8326196162441,G,0.0,,20.0,G0 
44,WASP-118 b,WASP-118,b,0.05453,0.00048,0.0,,16.141,0.404,0.514,0.02,1.44,163.36462,6.3566,1.7,0.03,0.694226875033476,0.7881473545125461,0.694226875033476,0.2777193042766656,0.7594506537317044,0.2777193042766656,-1,-1,-1,-1,nasa,376.658,11.199,1.32,0.04,11.009,0.013,9.788,0.021,6.12,1.11,1.221,0.0246981780704569,6410.0,0.659,0.016,1.17,5.72,8.81556191512305,3.143299890227551,0.16,0.1,F6,0.05453,0.00048,0.074908724437683,0.0905984707015593,16.108013764377443,19.48186174637528,29.140666332887967,8.810046303908663,0.727952590427084,0.0662619492007593,3,3,0,0,0,3,,-16.220951127295912,F,6.0,,36.0,F6 
45,WASP-41 c,WASP-41,c,1.07,0.03,0.294,0.024,13.1,,3.18,0.2,1.17,1010.6994,63.566,0.87,0.03,1.3686858850705377,1.1532800740283036,1.3686858850705377,0.6216173118378026,0.6901314615773356,0.6216173118378026,-1,-1,-1,-1,nasa,163.371,1.067,0.93,0.07,11.632,0.018,9.677,0.019,18.41,0.05,1.955,0.0261725046566048,5545.0,-0.195,0.004,1.2,1.1,13.450858375039944,6.108879339184104,0.06,0.02,,0.75542,0.033287457097231,0.0870211391978438,0.1019261548201618,18.7126094925937,21.917712751324142,28.62771021542426,9.825223879639758,8.680879231913313,0.963954891007476,3,3,1,81,100,3,,-16.34940667000655,,,,,
46,Ross 458 c,Ross 458,c,1100.0,,,,14.011,,6.0,,1.25,1906.98,,0.56,0.02,0.0317702564765849,0.0398386598738487,0.0317702564765849,,,,-1,-1,-1,-1,nasa,11.5094,0.02025,0.56,0.02,9.76,0.1,5.578,0.016,1.54,,4.182,0.1012719112093773,3965.42,-1.298,0.115,0.5,0.35,48.47301126243659,39.77119421955933,,,M2,1100.0,,0.0379118574754511,,8.152384473663197,,31.4713627531658,,29014.669110113584,,3,3,0,0,0,3,,-15.148162102997889,M,2.0,,2.0,M2 
47,HAT-P-20 b,HAT-P-20,b,0.0361,0.0005,0.015,0.005,9.718,0.37,7.246,0.187,0.867,2302.899,59.432,0.69,0.02,0.7299087364606656,0.6190312331640195,0.7299087364606656,0.4072795470966773,0.2838845111914829,0.4072795470966773,-1,-1,-1,-1,nasa,71.0374,0.1994,0.76,0.03,11.231,0.023,8.601,0.019,14.48,0.02,2.629999999999999,0.0298328677803525,4595.0,-0.721,0.048,6.7,5.7,19.838096568365053,11.069365015713691,0.35,0.08,K3,0.0355585,0.0005245345555823,0.0757423170036109,0.1248050397164981,16.287265522121885,26.837478714371308,29.10279150978288,12.271876987609886,0.469466757906347,0.0589996624015075,3,3,0,0,0,3,,-16.152030850616892,K,3.0,,13.0,K3 
48,HD 181234 b,HD 181234,b,7.427,0.34,0.726,0.01,12.5,,9.379,1.01,1.12,2980.91263,321.00669,1.06,0.02,3.8959530294936697,3.250481602335736,3.8959530294936697,1.746465599197394,2.084094672462023,1.746465599197394,-1,-1,-1,-1,nasa,47.7458,0.1298,0.94,0.12,8.59,0.03,6.689,0.02,50.8,2.0,1.901,0.0360555127546398,5386.0,-0.099,0.002,6.32,2.58,13.039171575074691,5.822572564351494,0.32,0.05,G8 IV,2.034998,0.1191420098034274,0.1096317623521937,0.1025045746606062,23.57468973392006,22.042093386843018,27.837210948047225,9.43027221018145,18.56212065133585,2.1911858506641253,3,3,0,0,0,3,,-15.184927084262348,G,8.0, IV,28.0,G8  IV
49,HR 810 b,HR 810,b,0.92,0.02,0.14,0.13,13.3,,2.27,0.25,1.19,721.4741,79.4575,1.13,0.02,0.875239866645688,1.0495208995444076,0.875239866645688,,,,-1,-1,-1,-1,nasa,17.3181,0.0162,1.34,0.13,5.4,0.03,4.138,0.036,7.9,,1.2620000000000005,0.0468614980554399,6167.0,0.253,0.001,2.72,,9.026097074709757,3.268355235676499,0.16,,G0V,0.7912,0.1208304597359457,0.0788407141671623,,16.95353002645895,,28.965577668575875,,10.035424061766548,,3,3,1,0,49,3,,-13.952057221358341,G,0.0,,20.0,G0 
50,Qatar-5 b,Qatar-5,b,0.04127,0.00067,0.0,,12.408,0.717,4.32,0.18,1.107,1373.0256,57.2094,1.08,0.05,1.0672972005853734,1.1270582706387906,1.0672972005853734,,,,-1,-1,-1,-1,nasa,367.658,8.089,1.13,0.06,12.614,0.08,10.956,0.02,12.1,,1.6580000000000013,0.0824621125123532,5747.0,0.056,0.048,0.53,0.004,11.337048381054116,4.700145185958356,0.377,0.08,G2 V,0.04127,0.00067,0.0823709922601577,,17.7126641398873,,28.81566226307062,,0.5010258935530879,,3,3,0,0,0,3,,-16.80294477598565,G,2.0, V,22.0,G2  V
51,55 Cnc d,55 Cnc,d,5.957,0.074,0.13,0.02,13.0,,3.878,0.068,1.16,1232.493,21.612,0.94,0.01,2.9165654420247304,2.32873851265091,2.9165654420247304,1.3176733714548912,1.3165936762777637,1.3176733714548912,-1,-1,-1,-1,nasa,12.5855,0.0124,0.91,0.02,5.95084,0.023,4.015,0.036,38.8,0.05,1.935840000000001,0.0427200187265876,5172.0,-0.197,0.012,5.5,2.5,13.30331884240676,6.010274081024738,0.35,0.1,G8 V,5.18259,0.1354220218428302,0.1028424856739174,0.1022544254776944,22.114756154690312,21.988302503181107,28.05600200488732,9.578604431814316,50.393472756312335,5.31854200267156,3,3,0,0,0,3,,-14.124797683212426,G,8.0, V,28.0,G8  V
52,V1298 Tau d,V1298 Tau,d,0.1083,0.0017,0.21,,6.41,0.45,0.31,,0.572,98.52681,,1.34,0.06,0.2054148783813376,0.2528028098529685,0.2054148783813376,0.0952829983499431,0.1849534726817111,0.0952829983499431,-1,-1,-1,-1,nasa,108.199,0.704,1.1,0.05,10.115,0.009,8.094,0.021,2.87,0.02,2.021000000000001,0.0228473193175917,5050.0,-0.02,0.019,0.023,0.004,13.97172406699799,6.480141703929067,0.1,0.15,K1,0.085557,0.001343,0.0572476957340897,0.1055532331157503,12.310270636509744,22.69766231725781,30.060899307104098,10.540725594242897,1.4945055674800312,0.1594847186195405,3,3,0,0,0,3,,-15.816503229110685,K,1.0,,11.0,K1 
53,WASP-10 b,WASP-10,b,0.03781,0.00067,0.0473,0.0034,12.106,0.224,3.15,0.13,1.08,1001.12,41.32,0.7,,0.6736150186931822,0.4972064587018338,0.6736150186931822,0.3562162362261534,,0.3562162362261534,-1,-1,-1,-1,nasa,140.998,0.75,0.75,,12.413,0.092,9.983,0.018,11.91,0.05,2.43,0.0937443331620637,4675.0,-0.64,0.003,7.0,6.0,17.6807221773432,9.34949735267121,0.05,0.08,K5 V,0.036021587,0.0006511255719114,0.0744118676233128,0.1185110879518709,16.00117205181487,25.484057435101192,29.16344234244121,11.654641616028382,0.4840838988526424,0.0580327949054805,3,3,0,0,0,3,,-16.66648264004366,K,5.0, V,15.0,K5  V
54,WASP-89 b,WASP-89,b,0.0427,0.0012,0.193,0.009,11.657,0.448,5.9,0.4,1.04,1875.197,127.132,0.88,0.03,1.299724691284437,1.2387035135089697,1.299724691284437,0.6440259793074393,0.7395700621966116,0.6440259793074393,-1,-1,-1,-1,nasa,290.946,2.692,0.92,0.08,13.21,0.103,11.004,0.021,20.2,0.4,2.2060000000000013,0.1051189802081431,5130.0,-0.343,0.008,1.3,1.5,15.541752907715864,7.694934886728504,0.15,0.14,K3,0.0344589,0.0010418661382346,0.086033436426412,0.110921465752303,18.50021861347024,23.85202138356265,28.66677742458412,10.73415536158837,0.4005291597235467,0.0460481897952158,3,3,0,0,0,3,,-16.9986815167889,K,3.0,,13.0,K3 
55,NGTS-10 b,NGTS-10,b,0.0143,0.001,0.0,,13.507,1.311,2.162,0.107,1.205,687.14846,34.00781,0.7,0.04,0.8003777246714792,0.6395801746640323,0.8003777246714792,0.4685630646556971,0.2714148895814526,0.4685630646556971,-1,-1,-1,-1,nasa,324.6986504,27.5222874,0.7,0.04,14.506,0.114,11.728,0.025,17.29,0.01,2.7780000000000005,0.1167090399240778,4600.0,-0.757,0.081,10.4,2.5,21.60230034774744,12.646572740378485,-0.02,0.12,K5 V,0.0143,0.001,0.077299453298766,0.1307311333111831,16.62210466220411,28.111797532489568,29.033145519124616,12.84442097180767,0.1849948400634843,0.0274272203778981,3,3,0,0,0,3,,-17.508017702227185,K,5.0, V,15.0,K5  V
56,TOI-5293 A b,TOI-5293 A,b,0.034,0.004,0.38,,11.9,0.4,0.54,0.07,1.06,170.4,21.9,0.52,0.02,0.3436506900979668,0.5052091648577751,0.3436506900979668,0.3772798918730764,0.1625738283309253,0.3772798918730764,-1,-1,-1,-1,nasa,162.229,1.316,0.54,0.02,16.19,1.133,11.639,0.035,20.6,0.4,4.551000000000002,1.1335404712669064,3586.0,-1.374,,2.9,2.2,59.94459081146445,65.80039493150709,-0.03,0.12,M3+/-1,0.02108,0.00248,0.064136250984695,0.2435379380860471,13.791552605017063,52.3692332006219,29.67203484397892,24.6174572719578,0.3286752760935524,0.0888953052940029,3,3,0,0,0,3,,-17.522313717524057,M,3.0,,3.0,M3 
57,TOI-1408 b,TOI-1408,b,0.05778,0.0001,0.0023,0.0005,25.0,4.0,1.86579,0.01259,2.23,593.0,4.0,1.53,0.02,0.9123810017276088,1.002733405589171,0.9123810017276088,0.3221910499417583,0.9362753413314192,0.3221910499417583,-1,-1,-1,-1,nasa,139.484,0.418,1.31,0.01,9.270001,0.003,8.078,0.02,7.91,0.02,1.1920010000000012,0.0202237484161566,6117.0,0.471,0.015,2.7,0.3,8.669623748217337,3.0614442555198416,0.25,0.06,F8 V,0.057647106,0.0001038685948687,0.0795675160155774,0.0802639697694135,17.109818019161104,17.259580102780305,28.934172161135287,7.721628418044384,0.7245055380227539,0.0581663410146516,3,3,0,0,0,3,,-15.546105521629798,F,8.0, V,38.0,F8  V
58,BD-14 3065 b,BD-14 3065 A,b,0.0656,0.0026,0.066,0.011,21.59,1.05,12.37,0.92,1.926,3932.0,290.0,2.35,0.08,0.5028847381385447,,0.5028847381385447,0.177854713872917,,0.177854713872917,-1,-1,-1,-1,nasa,589.423,16.599,1.41,0.05,11.1,0.013,9.932,0.026,4.3,0.2,1.1679999999999993,0.0290688837074972,6935.0,1.06,0.03,2.24,0.26,8.550667128846829,2.997839870380832,-0.34,0.05,,0.0612704,0.0025333442561168,0.0697610683358816,0.0810389527954263,15.00108642093991,17.426228745430198,29.38432369471276,7.854846549101746,0.8782893017778733,0.0799044527779008,3,3,0,0,0,3,,-16.208910892314556,,,,,
59,TOI-4010 e,TOI-4010,e,1.57,0.13,0.26,0.04,13.3,,2.17728,0.20766,1.19,692.0,66.0,0.83,0.01,2.5283742008675865,2.119714400292128,2.5283742008675865,1.5807971195649075,1.4293442513251384,1.5807971195649075,-1,-1,-1,-1,nasa,177.504,0.994,0.88,0.03,12.291,0.069,10.157,0.021,37.7,15.0,2.1340000000000003,0.0721248916810278,4960.0,-0.4,0.028,6.1,3.1,14.910767554527183,7.191205517372862,0.37,0.07,K V,1.1618,0.114883767347698,0.0996497602110129,0.1396281417060472,21.42820774409592,30.02496765735901,28.163934858063165,13.30648537970285,11.658833875162724,1.9947893607166955,3,3,0,0,0,3,,-16.6264730236286,K,, V,,K V
60,HD 17156 b,HD 17156,b,0.16278,0.00076,0.68,0.0,12.33,0.336,3.51,0.21,1.1,1115.5833,66.7443,1.55,0.04,1.3045477186401513,,1.3045477186401513,,,,-1,-1,-1,-1,nasa,78.0863,0.2397,1.41,0.12,8.17,0.03,6.763,0.024,12.8,,1.407,0.038418745424597,6040.0,0.39,0.05,3.37,0.47,9.811829661043449,3.723459118708365,0.19,,G5,0.0520895999999999,0.0002431999999999,0.0861038259050146,,18.51535483022882,,28.663978460233952,,0.6049626651603448,,3,3,0,0,0,3,,-15.123206425103216,G,5.0,,25.0,G5 
61,TOI-1736 c,TOI-1736,c,1.37,0.03,0.3685,0.0021,12.5,,8.7,1.5,1.12,2800.0,500.0,1.43,0.03,2.45277680937273,2.1971617575019744,2.45277680937273,1.1052340620503305,1.5369505601662503,1.1052340620503305,-1,-1,-1,-1,nasa,88.9482,0.3219,1.04,0.04,8.953,0.002,7.283,0.023,28.0,5.0,1.669999999999999,0.0230867927612303,5636.0,0.271,0.026,9.2,1.4,11.415633046188448,4.722780248457201,0.148,0.061,,0.865155,0.0191622063969679,0.0989840868974343,0.1016159751023085,21.2850645391062,21.85101318859473,28.18687383288578,9.597969032980856,8.740344302983354,0.909011728151882,3,3,0,0,0,3,,-15.35533106305072,,,,,
62,TOI-4201 b,TOI-4201,b,0.04,0.001,0.041,0.015,13.675,0.448,2.48,0.09,1.22,788.21445,28.60456,0.63,0.02,0.4459602016150872,0.5101467252127913,0.4459602016150872,0.3360721988455825,0.1842947815593629,0.3360721988455825,-1,-1,-1,-1,nasa,189.011,0.9885,0.61,0.02,15.163,0.08,11.368,0.025,17.3,0.4,3.795,0.083815273071201,3794.0,-1.119,0.023,1.4,0.7,38.79269929770954,29.22011863081609,0.52,0.08,M1.0+/-0.5,0.03836,0.0011312298616992,0.067934982432411,0.1678722284328315,14.608413643651987,36.09844095666465,29.475103587977134,16.78608566564636,0.5646575391134402,0.0962417905637899,3,3,0,0,0,3,,-17.400030894903384,M,1.0,,1.0,M1.0 
63,NGTS-21 b,NGTS-21,b,0.0236,0.0005,0.0,,14.908,0.336,2.36,0.21,1.33,750.07504,66.74397,0.86,0.04,0.9415867545029162,0.694874445630377,0.9415867545029162,0.5171629657360995,0.3036132787203893,0.5171629657360995,-1,-1,-1,-1,nasa,592.891,15.995,0.72,0.04,15.506,0.103,12.951,0.029,17.89,0.08,2.555,0.1070046727951634,4660.0,-0.539,,10.02,7.3,18.99984246214733,10.4352457782047,-0.26,0.07,K3 V,0.0236,0.0005,0.0801230090568716,0.1227434702659847,17.229268585464997,26.39416868160316,28.910361814834012,11.99953361349017,0.29454710048706,0.036688350737819,3,3,0,0,0,3,,-17.81300645096573,K,3.0, V,13.0,K3  V
64,2M0437 b,2MASS J04372171+2651014,b,118.0,1.3,,,13.0,,4.0,1.0,1.16,1271.31363,317.82841,0.84,0.11,0.0149454104413101,0.0151547524428106,0.0149454104413101,,,,-1,-1,-1,151499478104075008,lu22,128.484,1.196,0.17,0.02,16.186,1.133,10.386,0.018,1.8386871732917167,,5.800000000000001,1.1331429742093448,3100.0,-1.164,0.003,0.003,0.0,123.02687708123824,157.71001603975776,0.01,0.05,M V,118.0,1.3,0.0320966879786827,,6.901918242936523,,32.04123515461954,,3676.391784671695,,3,3,0,0,0,3,,-17.109754832677012,M,, V,,M V
65,Kepler-27 b,Kepler-27,b,0.118,,0.0,,4.0,,9.11,,0.357,2895.31,,0.59,0.15,1.2662718320511044,0.4814508371455824,1.2662718320511044,0.5340177679134841,0.2674381544466245,0.5340177679134841,841,-1,-1,-1,mcq13,1044.36,39.645,0.65,0.16,15.822,0.069,14.118,0.065,14.741,0.011,1.7039999999999988,0.0947945146092325,5400.0,-0.329,,1.62,0.978,11.641260294104908,4.909396188601137,0.41,0.04,,0.118,0.0,0.0855395256472037,0.0948937816104736,18.394010402216008,20.40550485687344,28.686481921045964,9.142080982171194,1.3794792419901316,0.1309040019255932,3,3,0,0,0,3,,-18.09475719437102,,,,,
66,Qatar-1 b,Qatar-1,b,0.02332,0.0004,0.0,,12.812,0.291,1.294,0.052,1.143,411.27202,16.52716,0.8,0.02,1.4588087044611424,1.219024252535372,1.4588087044611424,0.7393062987726501,0.6316659362697019,0.7393062987726501,-1,-1,-1,-1,nasa,185.615,0.805,0.84,0.04,12.692,0.103,10.409,0.017,23.7,0.1,2.2829999999999995,0.1043934863868431,5013.0,-0.438,0.045,1.19,0.47,16.24613283943514,8.2330548243324,0.171,0.097,,0.02332,0.0004,0.088255081972426,0.1133787956727172,18.977950644063448,24.380433854590336,28.579521685363662,10.94500738286326,0.2642340755774944,0.030299440444285,3,3,0,0,0,3,,-16.703282874621785,,,,,
67,WASP-19 b,WASP-19,b,0.01652,0.00056,0.0126,0.014,15.861,0.538,1.154,0.08,1.415,366.77398,25.42627,1.01,0.03,0.869839847873532,0.7153363577074558,0.869839847873532,0.3735342441176101,0.4624336659343282,0.3735342441176101,-1,-1,-1,-1,nasa,268.325,1.72,0.97,0.1,12.248,0.069,10.481,0.023,10.5,0.2,1.7669999999999997,0.0727323861838727,5616.0,-0.043,0.034,6.4,4.1,12.07118761651239,5.178613278919459,0.04,0.3,G8 V,0.016311848,0.0005993642511328,0.0787330517065117,0.0967457382147206,16.930378805942453,20.8037407458994,28.97025442703955,9.401514727551447,0.2071791661372995,0.0214406585946553,3,3,0,0,0,3,,-16.628379011296115,G,8.0, V,28.0,G8  V
68,HD 48265 b,HD 48265,b,1.814,0.031,0.211,0.096,13.5,,1.525,0.05,1.21,484.69075,15.8915,1.9,0.13,4.10168697656388,5.704551612074929,4.10168697656388,,,,-1,-1,-1,-1,nasa,90.5446,0.2702,1.31,0.06,8.05,0.03,6.449,0.02,45.0,,1.6010000000000009,0.0360555127546398,5733.0,0.584,0.022,4.201,0.625,10.97109561434598,4.439608446457475,0.3,0.04,G5 IV/V,1.431246,0.1758532780956898,0.1108845429974889,,23.844081690993733,,27.798324033452147,,12.907533920506957,,3,3,1,59,100,3,,-15.057781844197015,G,5.0, IV,25.0,G5  IV
69,K2-140 b,K2-140,b,0.068,0.001,0.0,,13.563,1.009,0.93,0.04,1.21,295.58042,12.71314,1.06,0.07,1.234107113934022,0.9742195843750614,1.234107113934022,0.6292126213747298,0.6601710317551465,0.6292126213747298,-1,-1,-1,-1,nasa,347.917,8.287,0.96,0.06,12.727,0.092,10.995,0.021,14.6,4.1,1.732000000000001,0.0943663075467086,5585.0,-0.049,0.024,9.8,4.6,11.830415557251658,5.034375510176609,0.1,0.1,G6 V,0.068,0.001,0.0850549509415366,0.1140540383761152,18.289809775555376,24.525634815390017,28.705924838356324,11.059969451963514,0.7994831488027135,0.0919391252758055,3,3,0,0,0,3,,-16.86000803495575,G,6.0, V,26.0,G6  V
