pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmax.1,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade.1,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_radj.1,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccen.1,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,st_spectype,st_age,st_ageerr1,st_ageerr2,st_met,st_meterr1,st_meterr2,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_teff,st_tefferr1,st_tefferr2,st_teff.1,st_rad,st_raderr1,st_raderr2,st_rad.1,st_mass,st_masserr1,st_masserr2,st_mass.1,st_vsin,st_vsinerr1,st_vsinerr2,st_vsin.1,st_rotp,st_rotperr1,st_rotperr2,st_rotp.1,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_snum.1,sy_pnum.1,sy_mnum.1,KIC,koi_name,kepler_name,KOI,TIC,GAIA
TOI-815 b,b,TOI-815,,,TIC 102840239,Gaia DR2 5415648821879172096,2,2,0,1,0,0,1,0,0,0,0,0,0,0.0903,0.0018,-0.0019,0.0903,2.94,0.05,-0.05,2.94,7.6,1.5,-1.4,0.262,0.004,-0.004,0.262,0.02391,0.00472,-0.0044,Mass,0.2,,,0.2,11.197259,1.8e-05,-1.7e-05,89.36,0.17,-0.14,K3 V,0.2,0.4,-0.2,-0.09,0.05,-0.05,[Fe/H],-0.505,0.011,-0.012,4869.0,77.0,-77.0,4869.0,0.77,0.01,-0.01,0.77,0.78,0.04,-0.04,0.78,1.0,,,1.0,15.3,1.2,-1.2,15.3,59.7117,0.1295,-0.1291,10.217,0.005,-0.005,7.999,0.029,-0.029,2,2,0,-1,,,-1,102840239,5.415648821879172e+18
TOI-1130 c,c,TOI-1130,,,TIC 254113311,Gaia DR2 6715688452614516736,1,2,0,1,0,0,1,0,0,0,0,0,0,0.0731,0.0002,-0.0003,0.0731,13.0,0.4,-0.4,13.0,336.0,2.0,-5.0,1.16,0.036,-0.036,1.16,1.05717,0.00629,-0.01573,Mass,0.0398,0.0009,-0.0002,0.0398,8.3501898,9.38e-05,-1e-06,87.61,0.04,-0.04,K6-K7,5.4,5.7,-4.9,0.11,0.1,-0.1,[Fe/H],-0.854,0.033,-0.032,4360.0,108.0,-108.0,4360.0,0.7,0.01,-0.0,0.7,0.74,0.01,-0.01,0.74,2.5,0.9,-0.9,2.5,25.6,1.2,-1.2,25.6,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,1,2,0,-1,,,-1,254113311,6.715688452614517e+18
HD 39091 b,b,HD 39091,HD 39091,HIP 26394,TIC 261136679,Gaia DR2 4623036865373793408,1,3,0,1,0,0,0,0,0,0,0,0,0,3.311,0.134,-0.148,3.311,12.4,,,12.4,3917.23512,378.85146,-439.87452,1.1,,,1.1,12.325,1.192,-1.384,Mass,0.642,0.0007,-0.0006,0.642,2088.75851,0.40896,-0.42232,54.436,5.945,-3.719,G0 V,3.92,1.03,-0.98,0.08,0.03,-0.03,[Fe/H],0.16,0.006,-0.006,5950.0,44.0,-44.0,5950.0,1.19,0.0,-0.0,1.19,1.1,0.14,-0.14,1.1,3.34,0.07,-0.07,3.34,,,,,18.2702,0.0226,-0.0226,5.65,0.03,-0.03,4.241,0.027,-0.027,1,3,0,-1,,,-1,261136679,4.623036865373793e+18
HD 86226 b,b,HD 86226,HD 86226,HIP 48739,TIC 22221375,Gaia DR2 5660492297395345408,1,2,0,1,0,0,0,0,0,0,0,0,0,2.73,0.06,-0.06,2.73,14.3,,,14.3,143.0235,12.7132,-15.8915,1.28,,,1.28,0.45,0.04,-0.05,Mass,0.059,0.062,-0.039,0.059,1628.0,22.0,-21.0,,,,G1 V,4.6,3.7,-2.7,0.018,0.057,-0.043,[Fe/H],0.072,0.013,-0.011,5863.0,88.0,-88.0,5863.0,1.05,0.03,-0.03,1.05,1.02,0.06,-0.07,1.02,2.4,,,2.4,,,,,45.683,0.1053,-0.1048,7.93,0.03,-0.03,6.463,0.023,-0.023,1,2,0,-1,,,-1,22221375,5.660492297395345e+18
TOI-1470 c,c,TOI-1470,,,TIC 284441182,Gaia DR2 427224073427887360,1,2,0,1,0,0,1,0,0,0,0,0,0,0.106,0.001,-0.001,0.106,2.47,0.02,-0.02,2.47,7.24,2.87,-2.77,0.22,0.002,-0.002,0.22,0.02278,0.00903,-0.00872,Mass,0.5,,,0.5,18.08816,6e-05,-8e-05,89.47,0.03,-0.03,M1.5 V,1.3,0.7,-0.7,0.0,0.03,-0.03,[Fe/H],-1.425,0.001,-0.001,3709.0,11.0,-11.0,3709.0,0.47,0.0,-0.0,0.47,0.47,0.01,-0.01,0.47,2.0,,,2.0,29.0,3.0,-3.0,29.0,51.9503,0.0745,-0.0745,13.459,0.036,-0.036,9.283,0.02,-0.02,1,2,0,-1,,,-1,284441182,4.2722407342788736e+17
TOI-1052 c,c,TOI-1052,HD 212729,,TIC 317060587,Gaia DR2 6357524189130820992,1,2,0,1,0,0,0,0,0,0,0,0,0,0.2263,0.0024,-0.0023,0.2263,6.48,,,6.48,34.3,4.1,-3.7,0.578,,,0.578,0.10792,0.0129,-0.01164,Msini,0.237,0.09,-0.082,0.237,35.806,0.453,-0.381,,,,,2.3,1.0,-1.0,0.14,0.013,-0.013,[Fe/H],0.384,0.02,-0.014,6146.0,62.0,-62.0,6146.0,1.26,0.03,-0.03,1.26,1.2,0.03,-0.03,1.2,5.0,0.9,-0.9,5.0,12.8,2.3,-2.3,12.8,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,1,2,0,-1,,,-1,317060587,6.357524189130821e+18
TOI-4308 b,b,TOI-4308,,,TIC 144193715,Gaia DR2 6565868036138018304,1,1,0,0,0,0,1,0,0,0,0,0,0,,,,,2.419,0.12,-0.133,2.419,6.43,,,0.216,0.011,-0.012,0.216,0.0202,,,M-R relationship,,,,,9.151201,3.6e-05,-3.7e-05,89.07,0.64,-0.92,,,,,,,,,-0.368,0.015,-0.014,5243.0,126.0,-126.0,5243.0,0.79,0.05,-0.05,0.79,0.9,0.11,-0.11,0.9,,,,,,,,,108.932,0.642,-0.634,11.251,0.014,-0.014,9.139,0.021,-0.021,1,1,0,-1,,,-1,144193715,6.565868036138019e+18
HD 95338 b,b,HD 95338,HD 95338,HIP 53719,TIC 304142124,Gaia DR2 5340648488081462528,1,1,0,1,0,0,1,0,0,0,0,0,0,0.262,0.002,-0.002,0.262,3.89,0.19,-0.2,3.89,42.44,2.22,-2.08,0.347,0.017,-0.018,0.347,0.13353,0.00698,-0.00654,Mass,0.197,0.029,-0.024,0.197,55.087,0.02,-0.02,89.57,0.09,-0.05,K0.5 V,5.08,2.51,-2.51,0.04,0.1,-0.1,[Fe/H],-0.31,0.009,-0.009,5212.0,16.0,-11.0,5212.0,0.87,0.04,-0.04,0.87,0.83,0.02,-0.02,0.83,1.23,0.28,-0.28,1.23,,,,,36.9941,0.0689,-0.0687,8.62,0.03,-0.03,6.591,0.018,-0.018,1,1,0,-1,,,-1,304142124,5.340648488081462e+18
TOI-1468 b,b,TOI-1468,,,TIC 243185500,Gaia DR2 2785466581298775680,1,2,0,1,0,0,1,0,0,0,0,0,0,,,,,1.28,0.038,-0.039,1.28,3.21,0.24,-0.24,0.114,0.003,-0.003,0.114,0.0101,0.00076,-0.00076,Mass,,,,,1.8805136,2.4e-06,-2.6e-06,88.47,0.34,-0.29,M3.0 V,,,,-0.04,0.07,-0.07,[Fe/H],-1.797,0.002,-0.002,3496.0,25.0,-25.0,3496.0,0.34,0.01,-0.01,0.34,0.34,0.01,-0.01,0.34,2.0,,,2.0,42.5,1.5,-1.5,42.5,24.7399,0.0469,-0.0467,12.5,0.2,-0.2,8.497,0.017,-0.017,1,2,0,-1,,,-1,243185500,2.7854665812987756e+18
HD 142415 b,b,HD 142415,HD 142415,HIP 78169,TIC 342041655,Gaia DR2 5833117718964892928,1,1,0,1,0,0,0,0,0,0,0,0,0,1.06,0.02,-0.02,1.06,13.5,,,13.5,530.7761,38.1396,-38.1396,1.2,,,1.2,1.67,0.12,-0.12,Msini,0.5,,,0.5,386.29999,1.6,-1.6,,,,G1 V,1.1,,,0.13,,,[Fe/H],0.06,,,5940.0,28.0,-28.0,5940.0,1.04,0.02,-0.02,1.04,1.07,0.1,-0.1,1.07,3.3,,,3.3,,,,,35.5318,0.0418,-0.0417,7.33,0.03,-0.03,5.892,0.023,-0.023,1,1,0,-1,,,-1,342041655,5.833117718964893e+18
HD 166724 b,b,HD 166724,HD 166724,HIP 89354,TIC 87989721,Gaia DR2 6724520279784564864,1,1,0,1,0,0,0,1,0,0,0,0,0,5.42,0.43,-0.43,5.42,13.0,,,13.0,1207.74795,206.58846,-92.17024,1.16,,,1.16,3.8,0.65,-0.29,Mass,0.734,0.02,-0.02,0.734,5144.0,705.0,-467.0,68.0,15.0,-16.0,K0 IV-V,4.0,3.8,-3.8,-0.09,0.03,-0.03,[Fe/H],-0.509,,,5127.0,52.0,-52.0,5127.0,0.8,0.01,-0.02,0.8,0.81,0.02,-0.02,0.81,1.42,,,1.42,,,,,45.1342,0.0903,-0.0899,9.33,0.03,-0.03,7.246,0.024,-0.024,1,1,0,-1,,,-1,87989721,6.724520279784565e+18
HD 145377 b,b,HD 145377,HD 145377,HIP 79346,TIC 68165288,Gaia DR2 6042491773948918656,1,1,0,1,0,0,0,0,0,0,0,0,0,0.45,0.01,-0.01,0.45,12.8,,,12.8,1913.3366,152.5584,-152.5584,1.14,,,1.14,6.02,0.48,-0.48,Msini,0.31,0.02,-0.02,0.31,103.95,0.13,-0.13,,,,G3 V,1.3,1.0,-1.0,0.11,,,[Fe/H],0.193,0.045,-0.05,6014.0,20.0,-20.0,6014.0,1.05,0.02,-0.02,1.05,1.2,0.14,-0.14,1.2,5.0,,,5.0,,,,,53.4884,0.144,-0.1431,9.236,0.046,-0.046,6.706,0.018,-0.018,1,1,0,-1,,,-1,68165288,6.042491773948919e+18
WASP-176 b,b,WASP-176,,,TIC 375942197,Gaia DR2 1750321012752775040,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0535,0.001,-0.0019,0.0535,16.87,0.56,-0.504,16.87,271.74465,22.88376,-21.93027,1.505,0.05,-0.045,1.505,0.855,0.072,-0.069,Mass,0.0,,,0.0,3.899052,5e-06,-5e-06,86.7,1.3,-1.1,F9,4.81,0.191,-0.191,0.164,0.081,-0.082,[Fe/H],0.617,0.013,-0.014,5941.0,77.0,-79.0,5941.0,1.93,0.05,-0.04,1.93,1.34,0.08,-0.13,1.34,3.8,1.0,-1.0,3.8,,,,,568.42,11.93,-11.458,12.006,0.023,-0.023,10.648,0.02,-0.02,1,1,0,-1,,,-1,375942197,1.7503210127527752e+18
TOI-4377 b,b,TOI-4377,,,TIC 394918211,Gaia DR2 5197568146570178176,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0579,0.001,-0.0011,0.0579,15.11,0.908,-0.908,15.11,304.16179,28.28673,-27.65107,1.348,0.081,-0.081,1.348,0.957,0.089,-0.087,Mass,0.045,0.053,-0.032,0.045,4.378081,1.9e-05,-1.9e-05,80.3,1.7,-1.4,,3.88,0.82,-0.54,0.205,0.038,-0.038,[Fe/H],0.822,0.03,-0.033,4974.0,57.0,-57.0,4974.0,3.52,0.15,-0.14,3.52,1.36,0.08,-0.07,1.36,1.26,0.069,-0.069,1.26,,,,,455.82,4.909,-4.808,11.707,0.052,-0.052,9.148,0.024,-0.024,1,1,0,-1,,,-1,394918211,5.197568146570179e+18
HATS-34 b,b,HATS-34,,,TIC 355703913,Gaia DR2 4904523077718046720,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03166,0.00034,-0.00034,0.03166,16.029,2.13,-2.13,16.029,299.07803,22.88376,-22.88376,1.43,0.19,-0.19,1.43,0.941,0.072,-0.072,Mass,0.108,,,0.108,2.1061607,4.7e-06,-4.7e-06,82.28,0.43,-0.59,,7.7,2.7,-2.7,0.25,0.07,-0.07,[Fe/H],-0.14,0.05,-0.057,5380.0,73.0,-73.0,5380.0,0.98,0.05,-0.05,0.98,0.96,0.03,-0.03,0.96,4.07,0.58,-0.58,4.07,,,,,508.842,3.896,-3.896,13.857,0.137,-0.137,12.095,0.019,-0.019,1,1,0,-1,,,-1,355703913,4.904523077718047e+18
HD 115404 A b,b,HD 115404 A,HD 115404 A,HIP 64797 A,TIC 373765355,Gaia DR2 3936909723803146368,1,2,0,1,0,0,0,0,0,0,0,0,0,0.088,0.003,-0.004,0.088,6.09,,,6.09,30.82936,6.35657,-6.99222,0.543,,,0.543,0.097,0.02,-0.022,Msini,0.232,0.197,-0.138,0.232,10.49488,0.00141,-0.00167,,,,K2V,,,,-0.157,0.022,-0.022,[M/H],-0.52,0.017,-0.011,5019.17,117.04,-179.14,5019.17,0.73,0.07,-0.04,0.73,0.83,0.1,-0.1,0.83,,,,,19.0,,,19.0,10.9816,0.0044,-0.0044,6.50066,0.023,-0.023,4.381,0.036,-0.036,1,2,0,-1,,,-1,373765355,3.936909723803146e+18
HD 81817 c,c,HD 81817,HD 81817,HIP 47193,TIC 137603530,Gaia DR2 1144716265940854016,1,2,0,1,0,0,0,0,0,0,0,0,0,2.325,0.087,-0.095,2.325,12.0,,,12.0,7185.78245,590.84301,-596.24609,1.07,,,1.07,22.609,1.859,-1.876,Msini,0.095,0.058,-0.044,0.095,622.97802,2.01914,-2.12035,,,,K3 III,0.15,0.04,-0.04,-0.17,0.1,-0.1,[Fe/H],3.46,0.036,-0.04,4043.33,56.42,-20.0,4043.33,109.46,1.09,-2.99,109.46,4.3,0.5,-0.5,4.3,4.7,0.1,-0.1,4.7,,,,,269.126,23.237,-19.865,4.26489,0.023,-0.023,0.779,0.232,-0.232,1,2,0,-1,,,-1,137603530,1.144716265940854e+18
HD 207897 b,b,HD 207897,HD 207897,HIP 107038,TIC 264678534,Gaia DR2 2300641567596591488,1,1,0,1,0,0,1,0,0,0,0,0,0,0.117,0.002,-0.002,0.117,2.343,0.124,-0.092,2.343,14.8,1.5,-1.4,0.209,0.011,-0.008,0.209,0.04657,0.00472,-0.0044,Mass,0.0,,,0.0,16.20166,1.6e-05,-1.6e-05,88.757,0.067,-0.067,K0 V,4.7,5.1,-3.2,-0.03,0.06,-0.059,[Fe/H],-0.421,0.043,-0.041,5106.0,67.0,-63.0,5106.0,0.78,0.03,-0.03,0.78,0.82,0.02,-0.03,0.82,2.0,,,2.0,37.0,7.0,-7.0,37.0,28.2938,0.0312,-0.0312,8.37,0.03,-0.03,6.312,0.026,-0.026,1,1,0,-1,,,-1,264678534,2.3006415675965916e+18
NGTS-17 b,b,NGTS-17,,,TIC 1309019,Gaia DR2 4873225513593736960,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0391,0.0043,-0.0043,0.0391,13.899,1.233,-1.233,13.899,242.8209,61.97654,-52.12386,1.24,0.11,-0.11,1.24,0.764,0.195,-0.164,Mass,0.0,,,0.0,3.24253,1e-05,-1e-05,,,,G4 V,9.22,1.41,-1.4,0.15,0.1,-0.1,[Fe/H],0.241,,,5650.0,100.0,-100.0,5650.0,1.34,0.12,-0.12,1.34,1.03,0.03,-0.03,1.03,4.1,1.0,-1.0,4.1,,,,,1040.28,22.05,-21.16,14.412,0.126,-0.126,12.724,0.029,-0.029,1,1,0,-1,,,-1,1309019,4.873225513593737e+18
HD 104067 c,c,HD 104067,HD 104067,HIP 58451,TIC 428673146,Gaia DR2 3494677900774838144,1,2,0,1,0,0,0,0,0,0,0,0,0,0.1058,0.0013,-0.0013,0.1058,3.69,,,3.69,13.2,1.9,-1.9,0.33,,,0.33,0.04153,0.00598,-0.00598,Msini,0.29,0.12,-0.13,0.29,13.8992,0.0047,-0.0037,,,,K2V,4.33,3.99,-3.99,0.11,0.06,-0.06,[Fe/H],-0.513,0.001,-0.001,4952.0,100.0,-100.0,4952.0,0.78,0.01,-0.01,0.78,0.82,0.03,-0.03,0.82,2.32,1.0,-1.0,2.32,18.3,4.9,-4.9,18.3,20.3632,0.0245,-0.0244,7.92,0.03,-0.03,5.614,0.024,-0.024,1,2,0,-1,,,-1,428673146,3.4946779007748383e+18
KELT-16 b,b,KELT-16,,,TIC 236445129,Gaia DR2 1864885215233116032,2,1,0,1,0,0,1,0,0,0,0,0,0,0.02044,0.00024,-0.00026,0.02044,15.861,0.942,-0.751,15.861,874.0325,50.8528,-47.6745,1.415,0.084,-0.067,1.415,2.75,0.16,-0.15,Mass,0.0,,,0.0,0.9689951,2.4e-06,-2.4e-06,84.4,3.0,-2.3,F7 V,3.1,0.3,-0.3,-0.002,0.086,-0.085,[Fe/H],0.401,0.044,-0.04,6236.0,54.0,-54.0,6236.0,1.36,0.06,-0.05,1.36,1.21,0.04,-0.05,1.21,7.6,0.5,-0.5,7.6,,,,,444.586,5.574,-5.441,11.717,0.017,-0.017,10.642,0.016,-0.016,2,1,0,-1,,,-1,236445129,1.8648852152331162e+18
XO-1 b,b,XO-1,,,TIC 236312126,Gaia DR2 1316708918505350528,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0488,0.0005,-0.0005,0.0488,12.778,0.785,-0.785,12.778,263.7989,41.3179,-41.3179,1.14,0.07,-0.07,1.14,0.83,0.13,-0.13,Mass,0.0,,,0.0,3.94153,2.7e-05,-2.7e-05,88.81,0.5,-0.5,G1 V,0.9,2.5,-1.2,0.02,,,[Fe/H],-0.086,0.01,-0.014,5750.0,75.0,-75.0,5750.0,0.88,0.05,-0.05,0.88,0.88,0.19,-0.19,0.88,1.11,0.067,-0.067,1.11,,,,,163.553,0.622,-0.617,11.251,0.008,-0.008,9.527,0.015,-0.015,1,1,0,-1,,,-1,236312126,1.3167089185053507e+18
HD 133131 A c,c,HD 133131 A,HD 133131 A,HIP 73674 A,TIC 440955228,Gaia DR2 6224633983987510528,2,3,0,1,0,0,0,0,0,0,0,0,0,4.49,0.92,-0.92,4.49,14.3,,,14.3,133.4886,47.6745,-47.6745,1.28,,,1.28,0.42,0.15,-0.15,Msini,0.49,0.22,-0.22,0.49,3568.0,1084.0,-1084.0,,,,G2 V,9.7,,,-0.306,0.016,-0.016,[Fe/H],-0.017,0.002,-0.002,5799.0,19.0,-19.0,5799.0,0.96,0.04,-0.05,0.96,0.95,,,0.95,4.0,,,4.0,,,,,51.4736,0.1491,-0.1483,7.66,0.03,-0.03,6.895,0.02,-0.02,2,3,0,-1,,,-1,440955228,6.22463398398751e+18
HD 177830 b,b,HD 177830,HD 177830,HIP 93746,TIC 265052133,Gaia DR2 2035963417721248128,2,2,0,1,0,0,0,0,0,0,0,0,0,1.14,0.03,-0.03,1.14,13.5,,,13.5,537.1327,63.566,-63.566,1.2,,,1.2,1.69,0.2,-0.2,Msini,0.1,0.05,-0.05,0.1,410.10001,2.2,-2.2,,,,K0,4.4,2.2,-2.2,0.42,,,[Fe/H],0.685,0.082,-0.101,4901.0,37.0,-37.0,4901.0,3.26,0.12,-0.12,3.26,1.7,0.28,-0.28,1.7,0.68,0.46,-0.46,0.68,,,,,62.7674,0.1244,-0.1244,7.18,0.03,-0.03,4.809,0.027,-0.027,2,2,0,-1,,,-1,265052133,2.0359634177212483e+18
HD 10647 b,b,HD 10647,HD 10647,HIP 7978,TIC 229137615,Gaia DR2 4912580642524184960,1,1,0,1,0,0,0,0,0,0,0,0,0,2.015,0.011,-0.011,2.015,13.8,,,13.8,298.75,25.43,-25.43,1.23,,,1.23,0.94,0.08,-0.08,Msini,0.15,0.08,-0.08,0.15,989.2,8.1,-8.1,,,,F9 V,1.4,0.9,-0.9,0.0,0.01,-0.01,[Fe/H],0.149,,,6218.0,20.0,-20.0,6218.0,1.1,0.02,-0.02,1.1,1.11,0.02,-0.02,1.11,4.9,,,4.9,,,,,17.3357,0.0223,-0.0223,5.52,0.03,-0.03,4.34,0.276,-0.276,1,1,0,-1,,,-1,229137615,4.912580642524185e+18
HD 240210 b,b,HD 240210,HD 240210,,TIC 315415155,Gaia DR2 2009148596857820160,1,1,0,1,0,0,0,0,0,0,0,0,0,1.16,,,1.16,12.8,,,12.8,1655.82,,,1.14,,,1.14,5.21,,,Msini,0.15,0.02,-0.02,0.15,501.75,2.33,-2.33,,,,K3 III,5.085,3.089,-3.089,-0.18,0.12,-0.12,[Fe/H],1.55,,,4297.0,25.0,-25.0,4297.0,25.46,1.18,-0.74,25.46,0.82,0.15,-0.15,0.82,1.0,1.0,-1.0,1.0,,,,,372.405,4.88,-4.88,8.270001,0.005,-0.005,4.388,0.021,-0.021,1,1,0,-1,,,-1,315415155,2.0091485968578202e+18
HD 1397 b,b,HD 1397,HD 1397,HIP 1419,TIC 394137592,Gaia DR2 4707634458245031552,1,1,0,1,0,0,1,0,0,0,0,0,0,0.1097,0.0011,-0.0013,0.1097,11.5,0.28,-0.303,11.5,131.89945,6.3566,-6.3566,1.026,0.025,-0.027,1.026,0.415,0.02,-0.02,Mass,0.251,0.02,-0.019,0.251,11.53533,0.00079,-0.0008,88.99,0.67,-0.73,G5 III/IV,4.51,0.5,-0.5,0.29,0.09,-0.09,[Fe/H],0.66,0.014,-0.015,5521.0,60.0,-60.0,5521.0,2.34,0.05,-0.06,2.34,1.32,0.04,-0.05,1.32,2.0,,,2.0,,,,,79.5702,0.1738,-0.1731,7.79,0.03,-0.03,5.988,0.018,-0.018,1,1,0,-1,,,-1,394137592,4.707634458245032e+18
HATS-27 b,b,HATS-27,,,TIC 248111245,Gaia DR2 6134228079203074176,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0611,0.00068,-0.00068,0.0611,16.814,2.242,-1.233,16.814,168.4499,41.3179,-41.3179,1.5,0.2,-0.11,1.5,0.53,0.13,-0.13,Mass,0.581,,,0.581,4.637038,1.4e-05,-1.4e-05,87.3,1.3,-1.3,F,2.3,0.22,-0.22,0.09,0.04,-0.04,[Fe/H],0.669,0.078,-0.058,6438.0,64.0,-64.0,6438.0,1.74,0.17,-0.1,1.74,1.42,0.05,-0.05,1.42,9.32,0.5,-0.5,9.32,,,,,816.988,41.072,-37.381,12.782,0.069,-0.069,11.55,0.023,-0.023,1,1,0,-1,,,-1,248111245,6.134228079203074e+18
K2-395 c,c,K2-395,,,TIC 245946724,Gaia DR2 3310124801036651008,1,2,0,0,0,0,1,0,0,0,0,0,0,,,,,3.395,0.28,-0.257,3.395,11.4,,,0.303,0.025,-0.023,0.303,0.036,,,M-R relationship,,,,,8.491282,0.000335,-0.000304,,,,K0,,,,-0.033,0.235,-0.235,[Fe/H],-0.413,,,5007.0,138.0,-138.0,5007.0,0.78,0.05,-0.05,0.78,0.95,0.42,-0.29,0.95,,,,,,,,,286.727,3.103,-3.038,15.131,0.069,-0.069,11.365,0.018,-0.018,1,2,0,-1,,,-1,245946724,3.310124801036651e+18
K2-6 b,b,K2-6,,,TIC 446672575,Gaia DR2 3794479262419500160,1,1,0,0,0,0,1,0,0,0,0,0,0,0.1898,0.0056,-0.0056,0.1898,2.5,0.88,-0.88,2.5,6.8,,,0.223,0.079,-0.079,0.223,0.0214,,,M-R relationship,,,,,30.94191,0.00467,-0.00467,89.42,0.434,-0.739,,,,,-0.14,0.17,-0.2,[Fe/H],-0.12,0.011,-0.011,5850.0,79.0,-98.0,5850.0,0.96,0.14,-0.09,0.96,0.97,0.07,-0.07,0.97,,,,,,,,,316.819,6.458,-6.21,12.66,0.069,-0.069,11.069,0.02,-0.02,1,1,0,-1,,,-1,446672575,3.7944792624195e+18
HATS-35 b,b,HATS-35,,,TIC 339522221,Gaia DR2 6441034841743467776,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03199,0.00033,-0.00033,0.03199,16.41,0.773,-0.493,16.41,388.38826,24.79074,-24.79074,1.464,0.069,-0.044,1.464,1.222,0.078,-0.078,Mass,0.306,,,0.306,1.8209993,1.6e-06,-1.6e-06,86.9,1.3,-1.3,,2.13,0.51,-0.51,0.21,0.06,-0.06,[Fe/H],0.465,0.044,-0.049,6300.0,100.0,-100.0,6300.0,1.43,0.06,-0.04,1.43,1.32,0.04,-0.04,1.32,8.66,0.34,-0.34,8.66,,,,,514.555,10.199,-9.817,12.609,0.057,-0.057,11.118,0.025,-0.025,1,1,0,-1,,,-1,339522221,6.441034841743468e+18
HD 77946 b,b,HD 77946,HD 77946,HIP 44746,TIC 39699648,Gaia DR2 1011435012611142784,1,1,0,1,0,0,1,0,0,0,0,0,0,0.073,0.001,-0.01,0.073,2.896,0.187,-0.142,2.896,10.9,1.8,-1.7,0.258,0.017,-0.013,0.258,0.0343,0.00566,-0.00535,Mass,0.211,0.072,-0.072,0.211,6.527363,2.7e-05,-2.7e-05,87.79,1.31,-1.05,F5,3.1,0.9,-0.7,0.215,0.062,-0.063,[Fe/H],0.309,0.027,-0.019,6007.0,83.0,-88.0,6007.0,1.32,0.02,-0.01,1.32,1.2,0.03,-0.03,1.2,,,,,13.56,0.26,-0.28,13.56,99.451,0.3632,-0.3607,8.99,0.03,-0.03,7.622,0.02,-0.02,1,1,0,-1,,,-1,39699648,1.0114350126111428e+18
TOI-1798.01,b,TOI-1798,,,TIC 198153540,Gaia DR2 1505890751741673856,1,2,0,1,0,0,1,0,0,0,0,0,0,0.074,0.001,-0.001,0.074,2.385,0.118,-0.092,2.385,6.5,2.0,-2.0,0.213,0.011,-0.008,0.213,0.02045,0.00629,-0.00629,Mass,0.0,,,0.0,8.02154,2.8e-05,-2.8e-05,,,,,2.6,2.6,-1.7,0.073,0.055,-0.055,[Fe/H],-0.416,0.022,-0.021,5106.0,53.0,-56.0,5106.0,0.79,0.01,-0.01,0.79,0.85,0.02,-0.02,0.85,,,,,,,,,113.181,0.309,-0.308,11.361,0.023,-0.023,9.237001,0.014,-0.014,1,2,0,-1,,,-1,198153540,1.505890751741674e+18
TOI-169 b,b,TOI-169,,,TIC 183120439,Gaia DR2 4684513614202233728,1,1,0,1,0,0,1,0,0,0,0,0,0,0.03524,0.00069,-0.00079,0.03524,12.173,0.908,-0.538,12.173,251.40353,20.34112,-19.0698,1.086,0.081,-0.048,1.086,0.791,0.064,-0.06,Mass,0.0,,,0.0,2.2554477,6.3e-06,-6.3e-06,80.98,0.31,-0.38,G1 V,4.7,2.7,-2.0,0.24,0.09,-0.09,[Fe/H],0.253,0.016,-0.015,5880.0,54.0,-49.0,5880.0,1.29,0.02,-0.02,1.29,1.15,0.07,-0.07,1.15,2.5,,,2.5,,,,,407.84,4.237,-4.152,12.355,0.046,-0.046,10.815,0.024,-0.024,1,1,0,-1,,,-1,183120439,4.684513614202234e+18
HD 20794 c,c,HD 20794,HD 20794,HIP 15510,TIC 301051051,Gaia DR2 4847957293277762560,1,4,0,1,0,0,0,0,0,0,0,0,0,0.2036,0.0034,-0.0034,0.2036,1.35,,,1.35,2.4,0.4,-0.4,0.121,,,0.121,0.0076,0.0013,-0.0013,Msin(i)/sin(i),0.0,,,0.0,40.114,0.053,-0.053,90.0,,,G8 V,5.76,0.66,-0.66,-0.4,0.01,-0.01,[Fe/H],-0.163,0.002,-0.002,5401.0,17.0,-17.0,5401.0,0.92,0.02,-0.02,0.92,0.7,,,0.7,3.0,,,3.0,,,,,6.00278,0.00854,-0.00851,4.26,0.03,-0.03,2.636,0.278,-0.278,1,4,0,-1,,,-1,301051051,4.847957293277763e+18
